"","depth","lake","upper_age","lower_age","Gomphonema.cf.geisslerae","Encyonopsis.subminuta","Gomphonema.sp.1.LLAVIUCU.cf.netriviale","Sellaphora.pupula","Gomphonema.parvulum","Gomphonema.sp.2.LLAVIUCU.cf.variostriatum","Navicula.radiosa","Eunotia.cf.andinofrequens","Hannaea.arcus","Orthoseria.roseana","Staurosirella.pinnata","Encyonopsis.sp.1.LLAVIUCU","Fragilaria.capuccina.agg","Brachysira.microcephala.neoxilis","Nitzschia.amphibia","Pseudostaurosira.brevistriata","Ulnaria.cf.ulna.var.amphyrhynchus","Navicula.cryptotenella","Fragilaria.cf.capucina","Cymbella.cymbiformis.cystula","Ephitemia.adnata","Fragilaria.vaucheriae","Cocconeis.placentula.var.placentula","Denticula.kuetzingii","Staurosira.construens.var.venter","Diatoma.tenuis","Aulacoseira.cf.distans","Fragilaria.tenera","Aulacoseira.alpigena","Nupela.sp.1.LLAVIUCU","Tabellaria.flocculosa.str.IV","Achnanthidium.minutissimum","Discostella.stelligera","X"
"44",141,"llaviucu",2793,2803,1.46198830409357,1.75438596491228,4.3859649122807,0.43859649122807,0,5.99415204678363,1.75438596491228,0.730994152046784,4.23976608187134,0.730994152046784,0,5.4093567251462,0,6.14035087719298,0,0.584795321637427,2.63157894736842,0,7.45614035087719,5.4093567251462,0.43859649122807,0.730994152046784,2.48538011695906,4.3859649122807,0,0,2.33918128654971,0.146198830409357,1.31578947368421,0.146198830409357,0,19.4444444444444,0,13.1578947368421
"45",143,"llaviucu",2820,2836,0.135869565217391,5.02717391304348,2.58152173913043,0.407608695652174,0,2.30978260869565,0,1.6304347826087,3.94021739130435,0.135869565217391,0,5.97826086956522,0,7.47282608695652,0.135869565217391,0,4.07608695652174,0,5.57065217391304,11.2771739130435,0.135869565217391,0,1.6304347826087,2.17391304347826,0.135869565217391,0,1.35869565217391,0.135869565217391,0,2.71739130434783,0,19.2934782608696,0,12.3641304347826
"46",145,"llaviucu",2852,2868,0.462249614791988,5.08474576271187,3.23574730354391,0,0,0.61633281972265,0.154083204930663,0.462249614791988,0.770416024653313,0,0,6.31741140215717,0,9.70724191063174,0.462249614791988,0.154083204930663,2.77349768875193,0,1.38674884437596,5.70107858243451,0.61633281972265,0,1.2326656394453,3.6979969183359,0,0,3.85208012326656,0,0.154083204930663,16.9491525423729,0,11.7103235747304,0,14.175654853621
"47",150,"llaviucu",2931,2946,1.05105105105105,3.003003003003,3.15315315315315,0,0,1.35135135135135,0.15015015015015,1.2012012012012,3.003003003003,0.3003003003003,0,9.30930930930931,0,11.4114114114114,0,0,5.10510510510511,0,5.25525525525526,6.30630630630631,0,0,4.2042042042042,6.00600600600601,0,0,1.35135135135135,0,1.05105105105105,1.5015015015015,0,11.1111111111111,0,14.1141141141141
"48",153,"llaviucu",2961,2962,2.30978260869565,3.26086956521739,3.125,0,0,3.66847826086957,0.135869565217391,0,1.6304347826087,3.26086956521739,0.679347826086957,4.21195652173913,0,12.5,0,0.543478260869565,4.21195652173913,0.271739130434783,3.66847826086957,6.79347826086956,0.271739130434783,0,2.03804347826087,4.7554347826087,0,0,0,0,1.6304347826087,1.4945652173913,0,18.4782608695652,0,12.9076086956522
"49",155,"llaviucu",2967,2982,0.367197062423501,2.93757649938801,0.979192166462668,0.244798041615667,0,2.32558139534884,1.8359853121175,1.34638922888617,3.67197062423501,0.489596083231334,0,7.46634026927785,0,8.81272949816402,0,1.1015911872705,5.38555691554468,0,3.67197062423501,7.34394124847001,1.34638922888617,0.122399020807834,3.18237454100367,4.89596083231334,0,0,3.18237454100367,0,0.856793145654835,1.1015911872705,0,15.7894736842105,0,11.750305997552
"50",165,"llaviucu",3064,3075,1.21951219512195,2.710027100271,0.813008130081301,0.5420054200542,0,0.677506775067751,2.03252032520325,0.13550135501355,1.8970189701897,0,0.2710027100271,4.20054200542005,0,5.42005420054201,0.13550135501355,0,2.710027100271,0.948509485094851,1.76151761517615,7.99457994579946,1.3550135501355,0,1.6260162601626,2.57452574525745,0.13550135501355,0,2.9810298102981,0,1.6260162601626,15.9891598915989,0,12.8726287262873,0,13.8211382113821
"51",167,"llaviucu",3083,3096,0.413223140495868,2.61707988980716,1.65289256198347,0.275482093663912,0,2.06611570247934,1.2396694214876,0.68870523415978,2.47933884297521,0,0,8.67768595041322,0,14.3250688705234,0.275482093663912,0,2.34159779614325,0,2.06611570247934,9.50413223140496,0.550964187327824,0,2.75482093663912,2.47933884297521,0,0,0.826446280991736,0,1.2396694214876,0.68870523415978,0,17.3553719008264,0,14.1873278236915
"52",169,"llaviucu",3104,3113,0.350467289719626,1.86915887850467,0.700934579439252,0.58411214953271,0.350467289719626,2.2196261682243,3.03738317757009,0.116822429906542,5.49065420560748,0.350467289719626,0,4.4392523364486,0,6.54205607476635,0,0,3.6214953271028,0.116822429906542,6.6588785046729,11.0981308411215,2.2196261682243,0,1.63551401869159,5.14018691588785,0.233644859813084,0,6.07476635514019,0,1.4018691588785,0,0,12.9672897196262,0,12.1495327102804
"53",170,"llaviucu",3113,3123,0.657030223390276,2.6281208935611,2.23390275952694,0.525624178712221,0.26281208935611,2.23390275952694,0.919842312746386,0,2.75952693823916,0,0.394218134034166,5.51905387647832,0,8.93561103810775,0,0.657030223390276,4.33639947437582,0,4.46780551905388,9.72404730617608,2.89093298291721,0.131406044678055,1.1826544021025,5.51905387647832,0,0,1.97109067017083,0,1.70827858081472,0.657030223390276,0,16.688567674113,0,13.7976346911958
"54",173,"llaviucu",3140,3151,0.160771704180064,1.60771704180064,2.09003215434084,0.160771704180064,0.321543408360129,2.41157556270096,0.643086816720257,1.12540192926045,7.23472668810289,0.482315112540193,0,4.82315112540193,0,7.39549839228296,0,0.160771704180064,6.27009646302251,0,4.82315112540193,7.07395498392283,1.44694533762058,0.160771704180064,2.89389067524116,1.12540192926045,0,0,0.321543408360129,0.482315112540193,0,0.321543408360129,0,18.8102893890675,0,17.0418006430868
