"","depth","Acalypha","Alchornea","Allantodia","Aspleniaceae","Asplenium","Brassicaceae","Clethra","Cyathea","Cyclosorus","Isoetes","Melast.Combret","Monolete.psilate","Morac.Urtica","Myrica.Morella","Myrsine","Ophioglossum","Plantago","Poaceae","Podocarpus","Polylepis","Polypodium","Selaginella","Symplocos","Thalictrum","Trilete","Valeriana","Vallea","Weinmannia","upper_age","lower_age","Alnus","Asteraceae.1","Asteraceae..lig.","Begoniaceae","Cecropia","Charcoal.cc.","Cyperaceae","Hedyosmum","Rumex","Sporormiella","Zea.mays"
"27",65,3.08370044052863,1.3215859030837,0,1.76211453744493,0,0,0.881057268722467,1.3215859030837,0.440528634361234,2.6431718061674,9.2511013215859,11.8942731277533,4.40528634361234,0.440528634361234,1.76211453744493,0.440528634361234,0,44.0528634361233,1.76211453744493,5.2863436123348,2.20264317180617,0,2.20264317180617,2.20264317180617,0,0.881057268722467,0,1.76211453744493,1680,1719,55.7691158603382,10.9546477582807,0,0,0,0.412293106538929,8.9628936204115,23.9010496544307,0,0,0
"28",67.5,1.8348623853211,0.917431192660551,0.458715596330275,1.37614678899083,0,0.458715596330275,2.29357798165138,2.75229357798165,0,3.21100917431193,8.71559633027523,12.8440366972477,7.3394495412844,2.75229357798165,0.917431192660551,0.458715596330275,0.917431192660551,40.3669724770642,5.5045871559633,0,0.917431192660551,0.458715596330275,0.917431192660551,0.458715596330275,0.458715596330275,0.917431192660551,0.917431192660551,1.8348623853211,1719,1758,44.2403489678727,10.6176837522894,0,0,0.884806979357453,2.67123227068015,10.6176837522894,27.4290163600811,0,2.65442093807236,0.884806979357453
"29",70,3.62903225806452,0.806451612903226,1.20967741935484,0.806451612903226,0.403225806451613,0,2.82258064516129,1.20967741935484,0.403225806451613,4.83870967741935,7.25806451612903,10.4838709677419,9.2741935483871,0,0.806451612903226,0.806451612903226,0.403225806451613,39.1129032258064,3.62903225806452,3.2258064516129,1.61290322580645,0,2.01612903225806,0.403225806451613,1.20967741935484,1.20967741935484,0.806451612903226,1.61290322580645,1758,1797,34.6687603878822,14.2753719244221,0,0,1.01966942317301,0.0723965290452835,9.17702480855707,33.6490909647092,0,6.11801653903804,1.01966942317301
"30",72.5,3.11111111111111,0.888888888888889,0.444444444444444,0.888888888888889,1.33333333333333,0.444444444444444,0.444444444444444,1.77777777777778,0.444444444444444,4,4.88888888888889,9.33333333333333,4,0.444444444444444,2.22222222222222,0,0.444444444444444,48.4444444444444,4,6.66666666666667,0.888888888888889,0,0.888888888888889,1.77777777777778,0,0.444444444444444,0.888888888888889,0.888888888888889,1797,1836,45.9915231310307,9.9197402831635,0,0,0,0.802597168365046,4.50897285598341,33.3663991342772,0,4.50897285598341,0.901794571196681
"31",75,2.4390243902439,0.813008130081301,0,1.6260162601626,0.40650406504065,0.40650406504065,0.813008130081301,2.4390243902439,0.813008130081301,4.0650406504065,8.53658536585366,17.0731707317073,6.09756097560976,2.4390243902439,1.6260162601626,1.21951219512195,0.40650406504065,36.5853658536585,3.2520325203252,2.4390243902439,1.6260162601626,0.40650406504065,0.40650406504065,0.40650406504065,0.813008130081301,0.40650406504065,0.813008130081301,1.6260162601626,1836,1875,37.3429595184536,8.00206275395435,0,0,0.889118083772706,0.418774617456944,6.22382658640894,41.7885499373172,0,4.44559041886353,0.889118083772706
"32",77.5,1.86046511627907,2.32558139534884,0.930232558139535,0.930232558139535,0,0,1.3953488372093,1.86046511627907,0.930232558139535,1.86046511627907,4.18604651162791,6.97674418604651,2.32558139534884,0.465116279069767,3.72093023255814,0.465116279069767,0,50.6976744186047,6.97674418604651,3.72093023255814,1.3953488372093,0,3.25581395348837,0.465116279069767,0,0,1.86046511627907,1.3953488372093,1875,1914,46.8901110709506,14.6531597096721,0,0,0,0.358513974229976,4.88438656989069,28.329442105366,0,2.93063194193441,1.95375462795627
"33",80,2.26244343891403,0.904977375565611,1.80995475113122,0.904977375565611,0,0,3.16742081447964,1.80995475113122,0.452488687782805,6.33484162895928,3.16742081447964,9.50226244343891,10.4072398190045,0.452488687782805,3.61990950226244,0,0,40.2714932126697,6.78733031674208,2.26244343891403,1.35746606334842,0.452488687782805,1.35746606334842,0.904977375565611,0.452488687782805,0.452488687782805,0,0.904977375565611,1914,1953,46.496072305471,5.71004396733855,0,0,0.81572056676265,0.482090854956726,8.1572056676265,35.0759843707939,0,3.2628822670506,0
"34",82.5,4.29184549356223,0.429184549356223,2.14592274678112,1.71673819742489,0.429184549356223,0.858369098712446,1.71673819742489,2.57510729613734,0.429184549356223,3.43347639484979,5.15021459227468,13.7339055793991,4.29184549356223,0.858369098712446,1.71673819742489,0.429184549356223,0,39.9141630901288,2.57510729613734,1.71673819742489,2.57510729613734,0.858369098712446,2.57510729613734,0.858369098712446,0.858369098712446,0.858369098712446,1.71673819742489,1.28755364806867,1953,1992,35.7151756272997,13.2893676752743,0,0.830585479704644,0.830585479704644,0.329742435442744,8.30585479704644,34.884590147595,0,4.98351287822786,0.830585479704644
"35",85,2.94117647058824,0.420168067226891,1.68067226890756,1.68067226890756,0.420168067226891,0.420168067226891,0.420168067226891,1.26050420168067,1.26050420168067,4.6218487394958,2.52100840336134,10.5042016806723,7.14285714285714,0.420168067226891,2.10084033613445,0,0,47.4789915966387,5.04201680672269,2.10084033613445,0.840336134453782,2.10084033613445,2.10084033613445,0,0,0.420168067226891,0.840336134453782,1.26050420168067,1992,2030,41.3793103448276,4.31034482758621,0,0,0,0,10.3448275862069,40.5172413793103,0,3.44827586206897,0
"36",87.5,3.44827586206897,0.862068965517241,1.72413793103448,1.72413793103448,0,0,0.431034482758621,1.29310344827586,0.431034482758621,3.44827586206897,3.87931034482759,10.7758620689655,5.17241379310345,0,1.72413793103448,0,0.431034482758621,48.2758620689655,7.32758620689655,3.44827586206897,0.862068965517241,0.431034482758621,0.431034482758621,0,0.431034482758621,0.431034482758621,1.72413793103448,1.29310344827586,2030,2068,42.7677887271237,8.01896038633569,0,0,0,0.208492970044728,8.90995598481744,37.4218151362332,0,2.67298679544523,0
"37",90,3.00751879699248,0.75187969924812,0,2.25563909774436,0.37593984962406,0.37593984962406,1.12781954887218,4.51127819548872,1.50375939849624,7.5187969924812,5.6390977443609,14.2857142857143,4.88721804511278,1.50375939849624,0.75187969924812,3.7593984962406,0.75187969924812,30.8270676691729,4.13533834586466,2.25563909774436,0.75187969924812,1.50375939849624,1.50375939849624,0.75187969924812,1.12781954887218,0.75187969924812,1.8796992481203,1.50375939849624,2068,2106,32.7444922084901,7.55642127888232,0,0.839602364320258,0.839602364320258,0.0873186458893068,15.1128425577646,41.1405158516926,0,1.67920472864052,0
"38",92.5,1.30718954248366,0.326797385620915,1.96078431372549,4.2483660130719,0.980392156862745,0.326797385620915,0,3.92156862745098,2.28758169934641,0.65359477124183,1.63398692810458,15.6862745098039,3.92156862745098,0.326797385620915,0.65359477124183,0,0,54.5751633986928,1.63398692810458,0,1.30718954248366,0.65359477124183,0.65359477124183,0.326797385620915,0.326797385620915,0.980392156862745,0.326797385620915,0.980392156862745,2106,2144,43.2853587274105,9.61896860609121,0,0,0,0.203200711803677,4.80948430304561,38.4758744243648,0,3.6071132272842,0
"39",95,0.537634408602151,0.537634408602151,1.0752688172043,4.3010752688172,0.537634408602151,0,0.537634408602151,1.34408602150538,2.95698924731183,2.95698924731183,3.49462365591398,24.7311827956989,9.40860215053763,0.268817204301075,0.806451612903226,0.806451612903226,0.268817204301075,39.247311827957,0.806451612903226,0.537634408602151,0.806451612903226,1.0752688172043,1.0752688172043,0.268817204301075,1.0752688172043,0.268817204301075,0.268817204301075,0,2144,2183,48.5233174211824,9.18008707968316,0,0,0,0.330483134868594,5.24576404553323,28.8517022504328,0,7.86864606829985,0
"40",97.5,4.149377593361,0.4149377593361,0.829875518672199,2.4896265560166,0.4149377593361,0.4149377593361,0.829875518672199,1.6597510373444,0.829875518672199,4.149377593361,3.7344398340249,14.9377593360996,7.05394190871369,3.3195020746888,0,0.829875518672199,1.6597510373444,39.0041493775934,2.4896265560166,0.4149377593361,2.4896265560166,1.2448132780083,0.829875518672199,0.4149377593361,0.829875518672199,0.4149377593361,1.6597510373444,2.4896265560166,2183,2222,33.3696873016131,14.6501066202204,0,0,1.62778962446893,1.51872771962952,11.3945273712825,34.1835821138476,0,3.25557924893787,0
"41",100,2.06611570247934,0.413223140495868,0,0,0,0.413223140495868,2.06611570247934,0.826446280991736,0.413223140495868,5.37190082644628,2.89256198347107,11.1570247933884,7.43801652892562,0,2.89256198347107,0,0.826446280991736,46.6942148760331,3.30578512396694,3.71900826446281,1.2396694214876,1.2396694214876,3.30578512396694,0.826446280991736,0.826446280991736,0.413223140495868,0,1.65289256198347,2222,2261,49.6650252551937,8.45362132003297,0,0,3.17010799501236,1.72665215461673,11.6237293150453,19.0206479700742,0,6.34021599002473,0
"42",102.5,1.75438596491228,0.43859649122807,1.75438596491228,1.31578947368421,1.31578947368421,1.75438596491228,1.75438596491228,3.50877192982456,2.63157894736842,4.3859649122807,4.82456140350877,14.0350877192982,6.14035087719298,1.31578947368421,0.87719298245614,0.43859649122807,0.43859649122807,36.4035087719298,2.63157894736842,3.50877192982456,2.19298245614035,0.87719298245614,0,1.31578947368421,0.87719298245614,0,1.75438596491228,1.75438596491228,2261,2299,23.7225059862261,14.8265662413913,0,0,0,0.662006182678123,14.8265662413913,37.8077439155479,0,7.41328312069566,0.741328312069566
"43",105,3.55731225296443,0.790513833992095,1.58102766798419,2.37154150197628,0.790513833992095,0,1.18577075098814,2.76679841897233,0,5.13833992094862,3.16205533596838,15.0197628458498,4.34782608695652,0,1.58102766798419,0,0,44.2687747035573,4.34782608695652,1.58102766798419,0.790513833992095,1.18577075098814,1.58102766798419,1.18577075098814,0.395256916996047,0.395256916996047,0.790513833992095,1.18577075098814,2299,2338,40.3960693685061,8.45499126317569,0,0,0,0.41899178926404,6.57610431580332,38.5171824211337,0,4.69721736843094,0.939443473686188
"44",107.5,2.56410256410256,0.854700854700855,0,2.56410256410256,0.854700854700855,1.28205128205128,0.854700854700855,2.56410256410256,0,3.84615384615385,5.55555555555556,11.965811965812,5.98290598290598,1.70940170940171,0.854700854700855,4.27350427350427,0.854700854700855,35.042735042735,2.56410256410256,6.83760683760684,1.70940170940171,2.56410256410256,1.70940170940171,0.427350427350427,0,0,1.70940170940171,0.854700854700855,2338,2377,23.0278307783407,8.22422527797881,0,0,1.64484505559576,1.30929666425423,9.86907033357458,52.6350417790644,0,3.28969011119153,0
"45",110,3.75586854460094,0.938967136150235,0,0.469483568075117,0.938967136150235,0,0.469483568075117,0.469483568075117,0.469483568075117,5.63380281690141,5.16431924882629,5.63380281690141,16.4319248826291,0.938967136150235,0.938967136150235,0,1.87793427230047,41.7840375586854,4.69483568075117,1.40845070422535,0.469483568075117,0.469483568075117,0.469483568075117,1.40845070422535,0.938967136150235,0.938967136150235,0.469483568075117,2.8169014084507,2377,2415,33.58994843489,6.35485510930351,0,0,0.907836444186215,0.137991139516305,13.6175466627932,42.6683128767521,0,2.72350933255865,0
"46",112.5,2.67857142857143,0.892857142857143,0.446428571428571,1.78571428571429,0.892857142857143,2.23214285714286,1.78571428571429,0,0.892857142857143,1.33928571428571,4.46428571428571,9.82142857142857,6.69642857142857,3.57142857142857,0.892857142857143,1.33928571428571,0,41.9642857142857,4.01785714285714,1.78571428571429,1.78571428571429,2.23214285714286,0,0.892857142857143,1.33928571428571,0,0,6.25,2415,2454,24.7981704460915,11.9398598444144,0,0.918450757262649,1.8369015145253,0.807318215633869,6.42915530083854,51.4332424067084,0,1.8369015145253,0
"47",115,0.711743772241993,0.711743772241993,0.355871886120996,3.20284697508897,1.42348754448399,0.355871886120996,2.13523131672598,3.55871886120996,0.711743772241993,1.42348754448399,5.69395017793594,12.0996441281139,3.55871886120996,2.84697508896797,2.13523131672598,1.06761565836299,0,41.9928825622776,4.27046263345196,2.13523131672598,2.13523131672598,1.06761565836299,0,0,0.711743772241993,0,1.42348754448399,4.27046263345196,2454,2493,27.9544342721364,13.9772171360682,0,0,2.3295361893447,0.994711952850188,9.31814475737881,43.096419502877,0,2.3295361893447,0
