Depthmm,DepthCm,age_calBP,Ti,runningmeanTi,Ca,Carunningmean,Si,Sirunningmean,MnFe,MnFerunningmean,IncCoh,IncCohrunningmean,TiLog
388,38.8,1257,3.732155432,3.952998736,10.12419179,8.758252147,4.129057039,4.204256318,29.12398531,23.42688488,5735.785953,5713.769306,0.571959722
389,38.9,1258,3.628240884,3.948805614,10.29400372,8.719708622,6.133147402,4.189733018,32.16969041,23.21187256,5742.184072,5715.693654,0.559696113
390,39,1260,4.072361744,3.940478616,10.92836316,8.679455519,3.511767643,4.158657681,26.83067878,22.97149869,5620.304786,5717.429029,0.609846349
391,39.1,1262,3.781614942,3.937619338,11.34484483,8.641683081,3.493186684,4.161063224,28.52312461,22.79175525,5658.184971,5720.774416,0.577677305
392,39.2,1264,4.336836163,3.931275738,11.82686016,8.586949719,3.528490961,4.150122467,15.21699434,22.58930647,5627.899476,5721.761822,0.637173016
393,39.3,1266,4.370402142,3.919486355,11.29480881,8.53361014,4.029218332,4.14575614,14.95280982,22.52342069,5616.60435,5723.553069,0.6405214
394,39.4,1268,4.656906553,3.903399599,11.91362137,8.484958979,5.427099751,4.152158333,16.90157457,22.45027339,5564.666103,5726.179684,0.668097523
395,39.5,1270,4.84918274,3.887931027,12.01420209,8.428204743,3.550522982,4.125337819,16.42071925,22.36470098,5525.655364,5729.933602,0.685668551
396,39.6,1272,5.177341369,3.868272948,12.62016565,8.370009984,5.988479306,4.131380677,38.1118918,22.27564925,5486.574628,5733.910709,0.714106801
397,39.7,1274,5.700192885,3.842551644,13.73228286,8.30026493,6.941312324,4.092946906,21.33777091,21.97484778,5479.713669,5738.173646,0.755889552
398,39.8,1275,4.583164678,3.810233748,12.01885536,8.221302861,5.163231418,4.048309577,12.11336106,21.85153016,5500.629032,5741.849419,0.661165462
399,39.9,1277,4.126620383,3.794649113,11.08090356,8.163146316,4.977864702,4.025627543,16.42221662,21.82669768,5537.091761,5746.612978,0.615594519
400,40,1279,3.543152779,3.788005444,9.976222205,8.117925041,4.076193462,4.010593342,21.09489266,21.75931429,5709.066108,5749.632254,0.549389879
401,40.1,1281,3.832414658,3.790759806,12.45666191,8.089364241,4.678805275,4.027452856,16.47555824,21.65228923,5840.644172,5751.025727,0.583472493
402,40.2,1283,3.879130143,3.800078064,13.01838817,8.04377467,5.448601526,4.032524732,10.81329654,21.58542537,5593.945452,5749.551419,0.58873435
414,41.4,1304,4.415141376,3.810016374,11.29370859,7.982799959,4.592271862,4.035022315,18.25223859,21.56702997,5436.632773,5749.325926,0.644944615
415,41.5,1305,4.856814983,3.814571729,12.25906914,7.948446833,6.144163532,4.053022889,22.09990238,21.47909091,5481.683619,5748.691449,0.68635156
416,41.6,1307,4.633128834,3.820721658,12.98977505,7.906704453,5.235173824,4.068201021,21.24386406,21.35937537,5439.327565,5744.144922,0.665874377
417,41.7,1309,4.826919466,3.831302867,11.86211981,7.86050809,4.416561759,4.091065669,18.44208423,21.26685047,5399.033118,5738.512316,0.683670053
418,41.8,1311,4.80572038,3.830998156,12.32192174,7.811379621,6.015695496,4.098210894,18.06448398,21.20636545,5342.816933,5733.818783,0.681758498
419,41.9,1312,5.5045141,3.81936112,12.9400874,7.746457745,5.209214669,4.091336456,21.96354794,21.11228409,5278.744132,5733.952287,0.740718988
420,42,1314,5.944086251,3.79593358,13.15833339,7.675375163,7.034224335,4.073164767,24.56347702,20.97082555,5294.84308,5739.451935,0.774085103
421,42.1,1316,5.21652398,3.773554621,12.05884798,7.601652563,6.782478597,4.038631127,26.68625709,20.80384167,5219.606061,5745.268433,0.717381208
422,42.2,1318,4.684092758,3.760446725,11.86214842,7.550913881,6.424802904,4.008687085,27.43795106,20.63799919,5384.496537,5751.369606,0.670625487
423,42.3,1319,3.668241337,3.752059056,10.82400685,7.501207478,3.614343236,3.988377213,46.19995112,20.45354083,5619.916968,5755.935855,0.564457901
424,42.4,1321,3.547240789,3.755377163,10.67643736,7.461377389,3.913326138,4.007104623,39.23947219,20.08204141,5828.244796,5757.139301,0.54989067
425,42.5,1323,4.516362217,3.762805047,11.14057337,7.415539183,4.477979536,4.000275798,43.78657669,19.77833291,5742.828277,5757.091656,0.654788766
426,42.6,1325,4.18871756,3.748628085,11.02517475,7.36046997,5.191006174,3.989820658,62.17639908,19.44203503,5811.861987,5758.729783,0.622081077
427,42.7,1326,3.746189822,3.739043334,10.84300905,7.304855466,4.819853809,3.984056917,46.21790637,18.90474279,5773.871288,5759.511673,0.57358978
428,42.8,1328,4.837111339,3.73531692,10.05360396,7.253424548,3.434054703,3.974422175,41.54771615,18.52803281,5717.001645,5760.073859,0.684586084
429,42.9,1330,4.859155645,3.723715972,9.196477282,7.209254363,5.828275949,3.983663475,43.04271246,18.19908001,5640.171034,5759.979018,0.68656081
430,43,1332,6.442588903,3.710135789,9.179982763,7.169839619,5.15689682,3.963622894,34.19316956,17.85669463,5626.777418,5758.730867,0.80906042
431,43.1,1333,7.401143368,3.685278608,8.973624254,7.132643349,5.101826873,3.95262915,20.84795029,17.59862161,5528.624661,5757.460051,0.869298817
432,43.2,1335,8.686560817,3.652018043,9.335129005,7.103165734,6.450240998,3.952175469,39.91996486,17.48046509,5388.782033,5757.656387,0.938847865
433,43.3,1337,8.285010019,3.605098462,9.473142877,7.076307478,6.206664184,3.930349098,41.69942026,17.17692126,5217.382796,5760.925161,0.918293038
434,43.4,1339,8.042716854,3.552932661,10.07618493,7.033278768,5.925105267,3.891960615,20.40462356,16.84824894,5183.6864,5767.976306,0.905402779
435,43.5,1340,8.172629098,3.502657385,8.333909334,6.998974152,5.299207752,3.874488232,28.1713076,16.72560859,5234.392027,5774.57598,0.91236179
436,43.6,1342,9.720534629,3.446890399,9.668894289,6.965069692,6.77399757,3.853682894,71.88830014,16.53614069,5455.374307,5781.530681,0.987690152
437,43.7,1344,5.603393245,3.377147665,8.366078901,6.926422996,4.610386847,3.8322061,74.411941,15.91418148,5659.533576,5785.304843,0.748451102
438,43.8,1345,4.141099262,3.349174636,8.603773585,6.898726722,4.692370796,3.835491938,106.243795,15.25944279,5732.068629,5787.979406,0.617115641
439,43.9,1347,3.205878589,3.338356764,8.703008282,6.869802269,4.900904951,3.827154148,101.6862217,14.28174953,5746.537171,5789.546149,0.505947071
440,44,1349,3.780830843,3.338530348,9.910976626,6.84198836,3.633607107,3.813341364,46.08339829,13.36672506,5772.555877,5791.904287,0.577587247
441,44.1,1351,4.387661676,3.333037659,10.11966936,6.803485977,4.771299986,3.807574123,32.51524152,13.0098304,5652.752888,5793.284016,0.642233133
442,44.2,1352,4.472556993,3.318341258,10.41611942,6.761845883,5.288614768,3.804245269,20.78242891,12.77495361,5570.052988,5797.46477,0.650555883
443,44.3,1354,3.600486806,3.306958482,7.793230218,6.71816334,2.49181133,3.788475984,18.97423549,12.66002331,5565.93129,5801.579573,0.556361224
444,44.4,1356,5.368077742,3.302532361,9.860889244,6.696837452,5.12513312,3.794723199,11.67263881,12.57119851,5438.024257,5804.424351,0.729818797
445,44.5,1358,5.256657479,3.285489228,9.9277462,6.657647095,6.158567982,3.774625224,17.80796311,12.56251822,5282.987552,5808.003064,0.72070968
446,44.6,1359,4.820265627,3.275487312,8.800830727,6.620512087,3.108814933,3.745182192,32.16349576,12.48657484,5435.469242,5812.367861,0.683070971
447,44.7,1361,3.132297711,3.273857588,8.398279407,6.595820264,3.256349105,3.753824507,30.89974538,12.29550289,5790.677899,5813.929585,0.495863033
448,44.8,1363,3.225964273,3.282455198,9.008237676,6.576719895,3.424720365,3.761946365,26.14118415,12.08458494,5968.679,5812.998544,0.508659553
449,44.9,1365,3.423331959,3.280138747,9.197626828,6.544743008,3.489958438,3.762411531,25.57188383,11.9172335,5917.621563,5812.033753,0.534449014
450,45,1366,2.985123214,3.27867579,8.408476838,6.509035007,3.092548586,3.771282555,35.55156518,11.76016145,5816.803658,5811.371399,0.474962262
451,45.1,1368,2.846720644,3.278180823,7.831791911,6.482706984,2.250895393,3.778861565,36.41109587,11.49692364,5859.756432,5811.534322,0.454344851
452,45.2,1370,3.215810092,3.285798403,8.208436467,6.467388389,3.02091251,3.802913626,32.38962464,11.22921566,5840.312659,5811.590163,0.507290394
453,45.3,1371,2.726653033,3.285358588,7.755108511,6.443305899,2.282779284,3.829276193,28.80600975,11.03790031,5819.684249,5812.034703,0.435629877
454,45.4,1373,3.180446553,3.287668144,8.315254466,6.424784264,2.243213511,3.848173999,24.35294855,10.85842464,5874.175707,5812.618151,0.502488102
455,45.5,1374,2.984526522,3.280228338,8.184885038,6.395318613,2.489698871,3.860807627,27.95143499,10.70598254,5909.229223,5814.099168,0.474875443
456,45.6,1376,3.705857171,3.279961766,7.699237744,6.371963524,4.057274662,3.874464063,31.16775891,10.51419049,5903.682955,5814.680804,0.568888677
457,45.7,1378,3.48231502,3.270267007,7.754466413,6.344161243,4.444828171,3.862064709,29.18444006,10.28132034,5773.193895,5816.777963,0.541868056
458,45.8,1379,3.090036962,3.260260859,7.15931099,6.320757075,3.761513807,3.856422332,24.13743805,10.0740284,5850.140133,5818.201009,0.489963674
459,45.9,1381,2.669124744,3.255882494,7.076284206,6.301313589,2.63808841,3.868686452,20.82947173,9.917737135,5858.607456,5818.652078,0.426368871
460,46,1382,2.615134662,3.256408482,7.170530526,6.282224048,3.999250141,3.873204361,19.86123442,9.802931754,5861.899062,5819.159109,0.417494057
461,46.1,1384,2.389190185,3.264293161,6.671940677,6.271872324,3.399512631,3.884868026,21.30520654,9.713993127,5789.343423,5819.853624,0.378250722
462,46.2,1386,3.077398039,3.278550781,7.619598132,6.270862068,3.842642161,3.900098089,21.43386928,9.61344677,5701.240323,5820.276896,0.488183673
463,46.3,1387,3.614893361,3.284045927,8.245864855,6.257088019,6.513321371,3.920222724,16.84775821,9.509127558,5637.859969,5821.816913,0.55809549
464,46.4,1389,3.715845588,3.285532459,8.374325598,6.240007912,3.217182327,3.910892728,14.33932741,9.447782839,5588.049802,5824.099675,0.570057659
465,46.5,1390,3.437538044,3.287495289,7.535032133,6.221351118,3.684220643,3.929515477,11.86992488,9.410179258,5658.945837,5826.533006,0.536247513
466,46.6,1392,2.833407038,3.29347078,7.151430918,6.210670132,4.832901636,3.939341863,9.81070948,9.400049553,5889.054416,5827.606105,0.452308968
467,46.7,1393,2.888731159,3.305975068,6.363267242,6.205132597,2.479597561,3.930494039,12.24196778,9.408211327,5978.360585,5825.741714,0.460707126
468,46.8,1395,2.719915086,3.311090947,6.956159139,6.201351986,3.411740177,3.938573186,12.4889729,9.393392157,5947.61171,5823.533161,0.434555346
469,46.9,1397,2.43731386,3.312463045,6.711261648,6.185365431,4.02549902,3.938867564,9.816905002,9.382469609,5857.162485,5823.543877,0.386911458
470,47,1398,2.740478534,3.314241667,6.752440353,6.171979982,3.363875679,3.943178888,9.63658265,9.379787629,5916.605247,5825.1781,0.437826405
471,47.1,1400,2.545670504,3.312687977,6.532753469,6.154528879,3.557133754,3.955088736,10.07436976,9.372069058,5926.527853,5826.37194,0.405802191
472,47.2,1401,2.953986804,3.312436715,6.514788416,6.141334158,2.433419786,3.950987092,12.10398423,9.365805719,5881.830044,5827.373561,0.470408551
473,47.3,1403,2.418740576,3.312802558,5.387760178,6.130807448,2.922385786,3.967433409,14.7519099,9.350809734,5973.75859,5828.246531,0.38358929
474,47.4,1405,2.668365446,3.31890723,5.832542039,6.130744994,3.665997572,3.979558697,12.18571816,9.301666573,5837.425595,5827.967335,0.426245308
475,47.5,1406,2.958353835,3.320947159,5.828079301,6.127727446,3.91187284,3.984543638,6.746676173,9.278006536,6028.198001,5828.613594,0.471050117
476,47.6,1408,2.301737392,3.324510784,5.601493732,6.125845873,3.326729825,3.978600922,9.031733116,9.311603968,6014.570573,5827.223259,0.362055773
477,47.7,1409,2.451130396,3.328474971,5.93351041,6.126366873,3.029487007,3.988873551,8.120293362,9.320527345,5981.833284,5827.576847,0.389366416
478,47.8,1411,2.642321543,3.329787666,5.855039219,6.115280064,3.329880124,3.973345063,9.303375295,9.350440938,6003.11284,5827.497645,0.421985666
479,47.9,1413,2.589808635,3.328330245,6.396515303,6.107645135,3.99392175,3.95634167,8.37520938,9.359492463,5979.33862,5827.010951,0.413267675
480,48,1414,2.613489794,3.325262865,6.15355253,6.096299038,4.124942666,3.932667072,7.874312411,9.369274603,5871.258271,5826.961711,0.417220808
481,48.1,1416,2.931379881,3.322133494,5.877777077,6.084711655,3.393913182,3.911690715,7.080697106,9.375406622,5955.4492,5828.92388,0.467072103
482,48.2,1417,2.688596713,3.31534463,5.72295531,6.075326608,3.696075305,3.90091347,8.057966058,9.390323514,5901.763835,5829.239469,0.429525663
483,48.3,1419,2.802664829,3.309756474,5.856497435,6.066325903,3.399954055,3.905825358,8.361263427,9.403917804,5963.000604,5830.058887,0.447571164
484,48.4,1421,3.054297589,3.303602496,6.183090241,6.061370414,2.886683697,3.902836843,9.237875289,9.420181072,5892.191205,5830.418433,0.484911349
485,48.5,1422,3.483995864,3.29519492,6.471995768,6.047108423,2.404828896,3.907902496,8.700526703,9.425786393,5834.007669,5831.189421,0.542077631
486,48.6,1424,4.497270469,3.285140122,6.233840253,6.036019461,4.63085276,3.906714306,8.430630229,9.432101889,5780.640558,5832.63903,0.652949007
487,48.7,1425,3.277982631,3.263651266,6.316408714,6.027805165,5.064043472,3.888069211,7.081965769,9.441227658,5794.300407,5834.82529,0.515606648
488,48.8,1427,2.877511262,3.258279427,6.181091787,6.019487642,4.816435159,3.873218224,16.41151107,9.477858747,5872.5077,5837.395551,0.459017032
489,48.9,1428,2.858072597,3.254026107,6.118301488,6.008618979,3.069895378,3.858521936,7.138221934,9.423396701,5942.060086,5837.860981,0.456073256
490,49,1430,2.781172564,3.248046553,6.144308551,5.996394559,4.502559108,3.865067168,8.212926038,9.469434058,5905.346782,5838.476011,0.444227937
491,49.1,1432,2.635199168,3.247055432,6.251719605,5.99264696,1.864816117,3.852475796,7.96618436,9.503211525,5854.497989,5840.480808,0.420813445
492,49.2,1433,3.38799417,3.253473209,6.758030773,5.994631488,3.771088917,3.872509799,7.224833683,9.534857514,5891.546102,5841.130118,0.529942654
493,49.3,1435,3.158220909,3.252974257,7.117914859,5.992119684,1.877055823,3.878438448,8.850999131,9.56770535,5922.425263,5840.723222,0.499442504
494,49.4,1436,2.962384892,3.252230363,6.879975027,5.984612189,3.05915405,3.901935317,8.440414692,9.594383631,5880.140818,5839.633301,0.471641484
495,49.5,1438,3.469986062,3.245778222,7.14503132,5.96676984,3.492414412,3.908662779,9.147194414,9.605558406,5792.893096,5840.936369,0.54032773
496,49.6,1440,3.128465571,3.232842884,6.748412138,5.945503558,4.253200928,3.903278626,8.132327503,9.615758668,5776.094642,5843.17125,0.49533138
497,49.7,1441,3.167412482,3.224939043,6.310271378,5.929644565,2.700894364,3.876237758,8.397723334,9.663164233,5847.361843,5845.634274,0.500704624
498,49.8,1443,2.947837317,3.220210879,6.229450922,5.917595512,4.11761403,3.88882431,7.261384903,9.6784099,5923.188604,5846.20648,0.469503512
499,49.9,1444,3.312843251,3.221075304,6.26983927,5.91473678,2.676726961,3.87611624,7.622752602,9.707328425,5928.220741,5846.373445,0.520200887
500,50,1446,2.795541002,3.211991138,6.268693408,5.904317798,3.025613711,3.877051376,8.132303697,9.730846051,5915.721628,5846.71836,0.446465866
501,50.1,1448,3.786433961,3.212695956,7.151119339,5.895781996,3.752321943,3.8914384,8.856334688,9.753212428,5954.843468,5846.855334,0.578230387
502,50.2,1449,3.147254912,3.203225577,5.871508662,5.879926959,2.399111066,3.888200971,8.278246473,9.779102492,5756.92554,5846.853172,0.49793192
503,50.3,1451,3.157897897,3.199767934,6.492902234,5.877340794,3.091858207,3.889978288,8.62841654,9.809821271,5807.024149,5847.631131,0.499398084
504,50.4,1452,2.761726586,3.197428059,6.429692708,5.874059706,4.669437609,3.911133774,7.638080059,9.831918699,5879.265868,5848.50232,0.441180681
505,50.5,1454,3.11004929,3.198069257,6.2381978,5.873624983,2.745048355,3.915118595,8.344333396,9.865367663,5940.057886,5847.337528,0.492767272
506,50.6,1455,2.883374829,3.204281021,6.194726204,5.877169729,4.154808801,3.923278627,7.515546117,9.898659348,5923.366115,5846.34894,0.459901103
507,50.7,1457,2.605211044,3.208050791,5.64566021,5.881505021,2.145102172,3.922907462,8.031745166,9.947557116,5912.868275,5845.255488,0.415842911
508,50.8,1458,2.468403215,3.211903205,5.836076004,5.886555898,2.477579435,3.934818485,9.006008631,9.981534597,5847.291028,5845.156241,0.392416103
509,50.9,1460,3.024701224,3.213543532,6.203200815,5.888864796,2.895028091,3.948036612,9.630113084,10.00241965,5976.984887,5846.326427,0.480682482
510,51,1461,3.462253513,3.205357467,6.55877602,5.880633231,3.474444546,3.95626425,9.68387791,10.01158922,5839.019359,5846.774083,0.539358865
511,51.1,1463,3.818588991,3.190550497,7.120142278,5.86214955,5.762144888,3.942039787,10.39238664,10.00717473,5848.413442,5848.710261,0.581902916
512,51.2,1465,4.764240393,3.174710839,7.89770473,5.836773208,5.185992821,3.91564184,9.789172582,9.993117617,5693.213334,5849.730704,0.677993667
513,51.3,1466,4.87296111,3.149138077,6.920917125,5.804356189,5.698359908,3.888618119,8.973755781,9.988532277,5571.396231,5853.346091,0.687792945
514,51.4,1468,4.870676927,3.118738026,7.858396012,5.783591642,6.392329205,3.855205528,9.458333333,10.00589294,5373.184995,5857.896058,0.687589324
515,51.5,1469,5.471807901,3.095738197,8.084831093,5.754458265,7.661976718,3.821958776,10.12834792,10.0352837,5027.030921,5865.044236,0.738130842
516,51.6,1471,5.691249704,3.064545514,8.370138724,5.728668069,7.521638606,3.801514425,11.99137405,10.06174882,4876.067043,5875.067926,0.755207641
517,51.7,1472,4.796448397,3.031417647,6.94927291,5.697874061,5.131084332,3.765781158,12.3935824,10.07135358,4929.679789,5886.635419,0.680919776
518,51.8,1474,3.642016712,3.006691301,5.829734152,5.682302534,5.328251644,3.738144557,8.656348161,10.08042917,5356.167284,5898.169886,0.561341934
519,51.9,1475,3.161760129,2.997051587,5.831829215,5.676362828,3.392045808,3.713246852,7.817693842,10.11517958,5828.708932,5904.889514,0.499928919
520,52,1477,3.706190412,2.993353194,5.786073437,5.667608636,3.580860302,3.723156549,7.865088925,10.13805608,5876.492871,5906.622092,0.568927728
521,52.1,1478,3.905734341,2.981160427,6.984979711,5.662782087,3.788074453,3.714614109,10.10200941,10.17288794,5829.723365,5908.364698,0.5917027
522,52.2,1480,3.845325894,2.962357303,6.89150814,5.642798117,4.393815631,3.698466654,8.992114954,10.17253573,5841.121495,5909.551711,0.584933152
523,52.3,1482,4.000051949,2.946464502,6.840997935,5.621754471,5.487084248,3.663181824,9.050008428,10.19904022,5740.261498,5910.533692,0.602065632
524,52.4,1483,4.290029236,2.9272071,6.092616821,5.602098391,3.230443701,3.62102939,8.868622786,10.21424161,5823.480298,5913.627951,0.632460252
525,52.5,1485,3.098666062,2.911165418,5.633652017,5.590529872,3.432465455,3.618296862,10.15678797,10.25095912,5906.641052,5916.133061,0.491174776
526,52.6,1486,3.230242453,2.901658979,5.463724377,5.581258493,4.614632075,3.623476063,8.447175327,10.24706509,5890.050945,5917.456578,0.50923512
527,52.7,1488,3.373548371,2.893604932,5.699917229,5.575210086,3.856379643,3.613241896,8.546908341,10.26026385,5830.089943,5918.426518,0.528086942
528,52.8,1489,3.677016548,2.880669731,5.636585508,5.563257497,4.358184671,3.61379505,8.652436626,10.27620743,5707.517511,5920.429015,0.565495584
529,52.9,1491,3.501137375,2.870654386,5.255002802,5.553069433,3.824217849,3.603656729,8.804174593,10.29274935,5515.355905,5923.229281,0.544209152
530,53,1492,3.956870738,2.863737213,5.460355804,5.550141603,4.057522458,3.611475972,8.385866832,10.29925239,5499.695824,5927.942549,0.597351863
531,53.1,1494,4.075086917,2.853364884,6.02586274,5.543675214,5.056458803,3.602308487,9.032298579,10.32011718,5548.258317,5931.989971,0.610136876
532,53.2,1495,3.994602736,2.839598513,6.649303376,5.5368654,4.267603866,3.588806945,9.565582038,10.33631114,5715.659378,5935.803226,0.601473595
533,53.3,1497,3.068429879,2.823274708,5.17027191,5.521914656,2.367815868,3.579876939,8.83218842,10.34045619,5922.497309,5937.320821,0.486916203
534,53.4,1498,3.015189299,2.818639623,6.645723354,5.519826453,4.177867021,3.592502085,8.1405882,10.34630034,5843.653809,5936.701682,0.479314583
535,53.5,1500,2.595930477,2.812291615,4.943463293,5.501007745,3.218673906,3.581785332,9.224517884,10.35840013,5929.862149,5937.058262,0.414293057
536,53.6,1502,2.746261213,2.812022188,5.804224714,5.500801801,4.626318173,3.576947865,9.692379038,10.3574268,5832.790504,5937.996089,0.438741843
537,53.7,1503,2.806090349,2.811477559,5.596451491,5.495093263,4.938970681,3.571153633,8.93807193,10.34572999,5926.989843,5938.699901,0.44810165
538,53.8,1505,3.059312068,2.808798229,5.711328336,5.487294999,3.858591798,3.56875539,8.47446876,10.34163575,5888.742929,5939.08421,0.48562378
539,53.9,1506,3.223236945,2.802835261,5.921617299,5.479536994,3.519626549,3.55264686,10.18377458,10.34263368,5982.351027,5938.809114,0.508292232
540,54,1508,3.231562005,2.797899833,6.060738393,5.47343494,3.056882978,3.551768549,10.39393278,10.346929,5910.528743,5937.741795,0.509412493
541,54.1,1509,2.918021537,2.799107178,5.955659923,5.467659941,4.438414636,3.555590488,9.027561911,10.34263588,6070.828298,5936.591079,0.465088493
542,54.2,1511,3.334279449,2.797258004,6.047865157,5.462561463,3.711686197,3.52990295,9.289399534,10.33702795,5981.533311,5933.629922,0.523001996
543,54.3,1512,3.157874652,2.793882673,5.66064137,5.456079804,3.116532889,3.516398921,10.0917553,10.33786776,5850.409048,5929.407578,0.499394887
544,54.4,1514,3.663764429,2.797313069,5.94185356,5.46472927,3.115335564,3.552125413,10.80460997,10.32806197,5795.895502,5922.865525,0.563927542
545,54.5,1515,4.256465867,2.801280761,6.214245362,5.473434637,3.214264842,3.592585765,10.21362473,10.3223497,5719.467287,5913.522499,0.629049155
546,54.6,1517,4.65729322,2.811121341,6.331648467,5.484568318,3.973046349,3.639717441,13.05630116,10.32372601,5591.641613,5905.109115,0.668133582
547,54.7,1519,3.992058709,2.817332926,6.488242546,5.498029311,4.06853493,3.64430731,9.807950171,10.307487,5697.57382,5900.47676,0.60119692
548,54.8,1520,2.994319245,2.813305611,5.810548938,5.495440731,3.471237028,3.65795728,9.406040494,10.30771236,5872.199947,5900.011592,0.476298102
549,54.9,1522,3.277036269,2.822494456,5.626826775,5.499530606,4.377060746,3.672396261,9.864678153,10.31587452,5851.386185,5899.650507,0.515481248
550,55,1523,2.93562649,2.821927402,5.775674443,5.504144045,3.850449629,3.680301526,9.227784878,10.32073061,5833.095947,5899.033912,0.467700798
551,55.1,1525,3.608478647,2.819919909,6.29993243,5.494117241,4.65610148,3.667878965,9.640297617,10.31740649,5865.340474,5899.61534,0.55732414
552,55.2,1526,3.171828569,2.811552399,5.800187513,5.480475044,5.657169191,3.655042393,13.25809003,10.33794247,5884.766646,5899.338195,0.501309706
553,55.3,1528,2.957608632,2.820060834,5.90294503,5.481809202,4.172559896,3.644462604,10.8584423,10.31861931,5878.029036,5899.41556,0.470940705
554,55.4,1530,2.436465976,2.8233172,5.368689296,5.484428259,3.506576342,3.651507541,9.108738287,10.33579745,6022.277498,5900.352336,0.386760351
555,55.5,1531,2.957869323,2.824404891,5.849376193,5.476327178,3.855342493,3.659841298,8.772230017,10.36685401,5967.39282,5901.480422,0.470978983
556,55.6,1533,2.736381241,2.818305526,4.919009592,5.463023756,2.817339266,3.652724631,7.880744398,10.40730692,6113.39885,5902.262446,0.437176605
557,55.7,1535,2.481700199,2.822776149,5.414049615,5.471346172,3.880590476,3.649750842,8.455245323,10.45356545,5915.498464,5901.00871,0.394749316
558,55.8,1536,2.652200535,2.831795285,5.214962401,5.475372045,4.98792578,3.634480462,8.508312074,10.49637487,5895.247029,5901.943522,0.423606358
559,55.9,1538,2.721723495,2.836400937,5.167330114,5.481853919,3.08987933,3.614025358,9.34893355,10.55255222,5909.310527,5902.785401,0.434844002
560,56,1540,3.403602621,2.835538573,6.135358171,5.487667383,5.165616642,3.63349654,10.96737174,10.61815017,5931.350558,5904.657178,0.531938849
561,56.1,1541,3.814952151,2.832361666,6.570915038,5.487830566,4.922518905,3.628179421,11.25057083,10.67065555,5831.670686,5905.134068,0.581489095
562,56.2,1543,3.626912668,2.822073829,6.242193192,5.475431025,5.855105652,3.608264173,11.00194812,10.73388275,5855.24199,5906.419369,0.559537098
563,56.3,1544,3.763546548,2.81621409,6.537854239,5.468651109,5.580321756,3.600829538,10.71328634,10.77664627,5866.136172,5907.355739,0.575597292
564,56.4,1546,3.912128545,2.812796253,6.50864612,5.468345762,5.079457224,3.578332736,10.57896925,10.80826643,5831.382878,5907.728472,0.592413116
565,56.5,1548,4.035087162,2.809772687,6.466933556,5.469142898,4.666859267,3.573524434,10.85695443,10.83760836,5766.255786,5909.140104,0.60585292
566,56.6,1549,4.083835845,2.800701507,6.597677395,5.461449489,3.948119246,3.56510714,10.6268868,10.86507867,5702.615253,5911.827792,0.611068277
567,56.7,1551,3.400319082,2.784707204,5.985206195,5.448530046,3.287512288,3.565930626,10.76005087,10.88117982,5757.505337,5916.524956,0.531519673
568,56.8,1553,2.857124817,2.7748204,5.357503662,5.44008645,3.441177956,3.567642239,11.39671806,10.89559425,5948.683286,5919.946302,0.455929213
569,56.9,1554,2.615176068,2.768785738,5.37271675,5.438999218,4.456631406,3.587539402,9.548706997,10.91350102,6020.584783,5922.243844,0.417500933
570,57,1556,2.585109528,2.766316455,5.007330007,5.436796999,4.554860428,3.584573015,8.864725597,10.94530654,6035.989296,5923.762554,0.412478948
571,57.1,1557,2.520544366,2.762321567,5.213281398,5.433482166,3.146969409,3.569170904,9.448035803,10.97135174,6026.689914,5923.771588,0.401494346
572,57.2,1559,2.990571051,2.759549618,5.462117374,5.434433957,4.078051433,3.57638999,10.60438572,10.98631244,5969.127012,5925.12916,0.475754125
573,57.3,1561,3.029207812,2.753597486,5.381514788,5.429979128,4.134914606,3.574294195,9.837593837,10.98748155,5945.839051,5925.895314,0.481329068
574,57.4,1562,2.872358329,2.743455071,5.530787289,5.421509305,4.164491718,3.562122586,9.819714456,11.019301,5902.051468,5927.189194,0.458238618
575,57.5,1564,3.314716302,2.737987454,5.639921993,5.414914142,3.317601172,3.548069493,10.10641934,11.04730378,5889.164512,5927.933203,0.520446364
576,57.6,1566,2.69815615,2.730978867,5.653593693,5.408845245,4.353992809,3.539149059,9.924070867,11.07233227,6049.929398,5929.703492,0.43106708
577,57.7,1567,2.582399846,2.730089274,4.8248295,5.405443194,1.47663821,3.511124985,11.11165261,11.09052813,5973.913043,5928.594706,0.412023487
578,57.8,1569,2.496579502,2.735057634,5.091546373,5.408926061,1.629540808,3.513412833,10.20852786,11.10312782,5954.443453,5928.197393,0.3973454
579,57.9,1571,2.28307064,2.741519219,5.261905551,5.411052319,1.626461933,3.504172551,9.353423353,11.1202072,5974.414571,5927.634905,0.358519349
580,58,1572,2.300552662,2.751953093,4.994814208,5.419541291,2.027306943,3.514853204,8.487514279,11.14739001,6067.475235,5926.461711,0.361832179
581,58.1,1574,2.252493522,2.748950378,4.939272427,5.41216504,2.316188711,3.522703596,8.57238638,11.1809904,5987.008035,5925.768016,0.352663551
582,58.2,1575,2.129781087,2.75171652,4.822884754,5.414664887,4.18726409,3.537543845,9.417394966,11.22182138,5983.705709,5925.657514,0.328334966
583,58.3,1577,2.187267005,2.760099933,5.360948541,5.418337986,3.101102541,3.54262092,9.98759027,11.24161783,5998.955183,5925.99236,0.339901802
584,58.4,1579,2.213540015,2.766320559,4.75689115,5.419446578,3.39324902,3.52214488,9.798407389,11.25902483,5969.289982,5924.87311,0.345087377
