Depthmm,DepthCm,age_calBP,Ti,runningmeanTi,Ca,Carunningmean,Si,Sirunningmean,MnFe,MnFerunningmean,IncCoh,IncCohrunningmean,TiLog
10,1,-55,5.396923516,5.539043218,9.282436733,12.12887892,6.317355406,5.037522193,8.322447715,19.52018521,5472.953079,5478.950765,0.732146263
11,1.1,-55,5.237313599,5.533562178,9.250500779,12.15300432,8.624527042,5.017867849,6.359532661,19.73477692,5460.072772,5480.602145,0.719108579
12,1.2,-54,5.278129531,5.519175807,8.7063444,12.17311889,5.21206115,4.984931737,7.879924953,19.98886219,5489.447776,5484.31413,0.722480044
13,1.3,-54,4.935345528,5.497107003,8.530271444,12.19316765,5.347226488,4.981137199,6.818676027,20.20865478,5482.273084,5487.030387,0.693317563
14,1.4,-53,5.138311123,5.486843169,9.267001357,12.22082221,6.45324692,4.962855104,9.398100742,20.38833729,5457.585173,5489.833181,0.710820397
15,1.5,-53,5.067105377,5.466953445,9.420729067,12.22612799,6.130400901,4.944386614,7.5519991,20.53912818,5369.820706,5493.302143,0.704759936
16,1.6,-52,5.168792861,5.442641908,9.297710235,12.2256805,5.777086038,4.917450077,7.142857143,20.72502641,5440.747929,5497.926394,0.713389128
17,1.7,-52,5.488552255,5.427556164,9.629514258,12.23383465,5.451307298,4.907376113,9.542577171,20.8929719,5438.901589,5500.893728,0.739457803
18,1.8,-51,5.353340632,5.407755906,10.13574782,12.236219,4.970479383,4.885744544,7.047086149,21.04289876,5492.42217,5502.067209,0.728624878
19,1.9,-51,5.338926494,5.396282678,9.448674121,12.24512077,5.686229111,4.881529129,6.590887382,21.22569853,5478.236975,5501.71219,0.727453942
20,2,-51,4.953728532,5.386999006,9.226792074,12.25669057,5.259684006,4.866015831,13.49872309,21.41155174,5478.540476,5499.397391,0.694932203
21,2.1,-50,5.532281323,5.383353834,9.509783151,12.27792433,5.774895266,4.862563301,5.639072264,21.48848568,5483.779894,5495.258487,0.742904256
22,2.2,-50,5.048192092,5.37223895,9.240340445,12.29442034,4.579657864,4.856782918,7.575650101,21.65284078,5433.614375,5492.777921,0.703135872
23,2.3,-49,5.275527914,5.368948531,9.390367371,12.31398767,6.291582297,4.871066558,8.753506543,21.8485001,5417.3003,5492.474191,0.722265925
24,2.4,-49,4.703604537,5.357756989,9.000547014,12.32559445,1.619450682,4.856511059,10.9722123,22.03244298,5482.422594,5494.857951,0.672430801
25,2.5,-48,5.148982558,5.346236844,9.705668605,12.33181417,3.779069767,4.871606673,7.721155967,22.20582314,5390.286065,5498.286186,0.711721421
26,2.6,-48,4.846808147,5.328832044,10.18789827,12.33386772,5.369538006,4.869711668,9.097495054,22.41580575,5393.941077,5503.182189,0.685455829
27,2.7,-47,5.047506981,5.313792551,9.82806161,12.33706351,4.882418026,4.873673514,10.98204566,22.60282014,5413.025534,5507.967586,0.703076928
28,2.8,-47,5.137594241,5.294404091,10.08374696,12.33751224,2.819411474,4.865947933,12.41698756,22.73140688,5565.972896,5513.026346,0.710759801
29,2.9,-46,4.887595655,5.272824775,10.42410938,12.32924926,5.660774629,4.876221421,22.5641994,22.84144734,5534.298404,5516.575067,0.68909527
30,3,-46,4.522323246,5.246492521,10.9139639,12.30523154,2.951553806,4.841191218,21.86172166,22.88248285,5605.341246,5520.407193,0.655361602
31,3.1,-45,4.619906181,5.224732313,10.88349787,12.27243623,5.783337899,4.827296002,13.33281756,22.92304559,5563.583015,5523.711066,0.664633156
32,3.2,-45,4.682839395,5.203067807,11.09993706,12.24409181,4.30999097,4.813830105,14.98476239,23.06701378,5612.275197,5527.500137,0.670509263
33,3.3,-44,4.083902532,5.18033377,10.6038171,12.21250018,5.151790162,4.810563608,17.80346505,23.19462165,5589.385475,5530.244518,0.611075369
34,3.4,-44,4.846641079,5.165629678,11.57864915,12.19193293,3.844934467,4.785503293,21.96576316,23.34572896,5498.275909,5532.98101,0.685440859
35,3.5,-44,4.494193743,5.139574393,11.41143154,12.16118547,4.960034854,4.762621735,20.58477678,23.42830192,5544.080195,5536.429571,0.652651791
36,3.6,-43,4.155699316,5.121224931,11.08297126,12.14014482,2.821361357,4.759283235,28.49135297,23.46172086,5544.951035,5539.152897,0.618644117
37,3.7,-43,4.60762309,5.114680753,11.37496355,12.12480757,2.881883463,4.779453344,16.76966179,23.37051225,5600.994804,5541.314003,0.663476946
38,3.8,-42,4.439390909,5.09763405,11.42660616,12.1016235,3.755057923,4.767363389,16.16110728,23.42845767,5564.84507,5543.747903,0.647323388
39,3.9,-42,4.493699123,5.084163719,11.22454918,12.08038427,3.911781251,4.760864436,25.60171399,23.49133712,5469.324896,5546.111645,0.652603991
40,4,-41,4.564998142,5.068395745,11.7542067,12.06208533,5.341313233,4.764782879,35.86995007,23.52278247,5516.020564,5550.088257,0.659440605
41,4.1,-41,4.481595954,5.054033455,11.84672661,12.04035169,5.619556055,4.739577303,35.71373641,23.55035246,5523.813459,5552.636505,0.651432699
42,4.2,-40,5.096721881,5.042276592,11.93096259,12.01578667,5.475816897,4.726958153,41.78474715,23.48539997,5549.260947,5555.929175,0.707290936
43,4.3,-40,6.179522037,5.028633853,12.18867241,11.99674084,6.814866347,4.72010306,32.63901804,23.33501205,5597.301256,5558.174295,0.790954885
44,4.4,-39,6.591472395,5.008924844,12.17356945,11.97749603,6.322066166,4.695016227,26.9418251,23.26623666,5410.441426,5559.938066,0.818982438
45,4.5,-39,8.025408348,4.988339552,12.31578947,11.9640871,7.658802178,4.681593135,18.25846169,23.23800064,5232.031676,5561.83925,0.904467139
46,4.6,-38,10.07082205,4.951409515,12.52549223,11.94925678,6.377692907,4.634679118,19.24300083,23.2556202,4890.748674,5565.422585,1.003064922
47,4.7,-38,12.12049894,4.900853879,11.12204654,11.94075282,8.165914261,4.615206592,13.33891614,23.27968196,4820.782546,5570.78133,1.083520498
48,4.8,-38,11.01534566,4.841324614,10.111023,11.94944951,7.999777397,4.595860467,11.48328581,23.35687796,5048.462156,5574.604549,1.04199813
49,4.9,-37,8.967101373,4.797099743,10.86313872,11.97334718,8.29091601,4.596297674,14.45714357,23.38764956,5433.807051,5576.406611,0.95265208
50,5,-37,7.091193743,4.776858327,11.33811747,11.98258139,6.623642507,4.570165873,18.49579372,23.40951742,5477.848623,5574.522457,0.850719351
51,5.1,-21,7.030809897,4.775244265,11.94551574,11.9913685,4.224985917,4.571116728,14.56411473,23.48037171,5501.689379,5573.334572,0.847005355
52,5.2,-5,6.607346704,4.772394018,12.03157011,11.98974396,3.628748762,4.570520592,18.65928403,23.55687028,5445.055102,5571.942621,0.820027096
53,5.3,11,7.195997655,4.773913318,12.09232198,11.98181055,8.45244169,4.584670166,13.81794965,23.61761954,5241.715178,5570.889657,0.857091013
54,5.4,27,7.471583241,4.762925098,14.362085,11.97637213,4.46120625,4.559116706,15.11812241,23.82547054,5171.608599,5572.244452,0.873412639
55,5.5,43,7.685419534,4.744800245,14.39027278,11.94600314,6.660450246,4.573577377,11.4119808,24.00868443,5206.890631,5574.462751,0.88566758
56,5.6,59,7.662723618,4.725226933,14.53877979,11.90800104,7.538896335,4.550451135,9.732580379,24.30588467,5182.106255,5576.832956,0.884383162
57,5.7,74,7.382249917,4.704719793,14.76449983,11.86959324,5.897273754,4.519466387,11.37211238,24.68970621,5211.146108,5580.828638,0.868188744
58,5.8,90,7.056703516,4.673785143,14.3773735,11.81549715,6.299999648,4.489220735,13.21199143,25.02494126,5323.04869,5585.813852,0.848601871
59,5.9,106,7.049205943,4.640826918,14.71632717,11.75828234,3.480212506,4.468587682,19.24723449,25.51167561,5219.29899,5590.61339,0.848140199
60,6,122,6.657156443,4.602831099,15.52054488,11.69963663,6.817991105,4.473800789,19.65688987,25.8520722,5293.717396,5596.614532,0.823288763
61,6.1,138,6.853929091,4.565522142,15.86352943,11.6293211,5.389178116,4.443734715,20.35565399,26.17648305,5390.270487,5603.205828,0.835939607
62,6.2,154,6.703788324,4.523728774,15.04590043,11.55028372,5.917119286,4.400400535,23.73167266,26.49599826,5393.332584,5608.651595,0.826320293
63,6.3,170,6.267802348,4.484573598,14.93677157,11.47953532,4.403285952,4.382845323,24.66375628,26.67223275,5384.399393,5614.848655,0.797115293
64,6.4,185,6.589598952,4.447108297,15.54072867,11.40849684,4.399940876,4.383663558,23.3111713,26.72628848,5435.672597,5621.056982,0.818858984
65,6.5,201,6.340875674,4.403769763,15.34335348,11.33572514,6.602951587,4.361867636,23.09621523,26.77289879,5424.272652,5626.452565,0.802149238
66,6.6,217,6.644769912,4.362803479,15.15214113,11.26165897,4.269178596,4.338218756,24.2294827,27.02631198,5374.645459,5630.745368,0.822479947
67,6.7,233,5.818769366,4.318649107,14.97131521,11.18548457,4.908627936,4.307894534,23.24603705,28.02607018,5462.47176,5635.354599,0.764831144
68,6.8,249,5.504293882,4.282516043,14.43503568,11.11305768,5.494304238,4.287327172,28.20986672,29.02064379,5502.626532,5639.177575,0.740701613
69,6.9,265,5.12531243,4.253423493,13.20392,11.05363295,3.176980507,4.246533041,27.21513662,28.99802236,5608.09162,5643.441517,0.709720344
70,7,281,4.657031728,4.229348201,12.60520599,11.00421692,5.268429748,4.240723193,28.24482199,28.95916868,5631.611988,5647.276078,0.668109197
71,7.1,296,4.113144759,4.206168722,12.22296173,10.95958421,4.958402662,4.189641008,29.20650987,28.90118394,5691.293526,5650.961054,0.614173994
72,7.2,312,4.089609981,4.188517543,11.17112776,10.91632483,4.785713808,4.174109857,26.62236797,28.78063799,5782.814028,5653.843048,0.611681892
73,7.3,328,3.270573093,4.172168533,11.56416561,10.88358412,1.617135031,4.159843474,32.56313336,28.6648468,5775.305195,5655.85322,0.514623859
74,7.4,344,3.07306324,4.165750402,11.67830404,10.84613775,2.854032815,4.187855635,26.27579046,28.48809367,5884.465132,5658.038583,0.487571498
75,7.5,360,3.119959811,4.164132725,11.01570556,10.80171036,3.470294281,4.18808055,24.76161647,28.38719799,5909.399399,5659.157922,0.494149
76,7.6,376,3.206978177,4.158081761,11.08336846,10.76075908,4.345147378,4.193828652,31.2428769,28.27824726,5895.466304,5660.512432,0.506096005
77,7.7,392,2.26914742,4.151706147,7.719183651,10.71961729,0.952565633,4.160126495,27.20136196,28.11720029,6024.767029,5661.887821,0.355862712
78,7.8,408,1.825359033,4.156933487,6.290414967,10.70778304,1.828809617,4.180731362,20.61484988,28.02797326,6015.763821,5661.387219,0.261348299
79,7.9,423,2.305769357,4.161555404,8.752713637,10.70490347,2.368265246,4.201514382,22.46942801,27.96731204,5881.225845,5660.959144,0.362815863
80,8,439,2.481422638,4.160994608,9.379444494,10.67504079,3.663845506,4.203043769,27.07325417,27.91735398,5866.271159,5662.208833,0.39470074
81,8.1,455,3.087543844,4.162971398,10.96553829,10.63671792,4.593582765,4.209594862,26.26818596,27.82564846,5739.822679,5662.548578,0.489613133
82,8.2,471,2.868562906,4.155934557,11.22893552,10.59767143,4.121310446,4.202202418,24.94536372,27.76703985,5824.353448,5664.315501,0.457664378
83,8.3,487,2.750887145,4.164463345,10.91819886,10.55424793,2.00243575,4.184967676,18.31182421,27.68202148,5813.039387,5666.138104,0.439472774
84,8.4,503,2.967769106,4.161439489,11.03536317,10.50661455,2.763776108,4.200150529,18.89338731,27.64865273,5834.985912,5667.424855,0.47243011
85,8.5,519,3.432699814,4.153697768,11.6796713,10.45591645,4.245965516,4.196671325,20.61918007,27.60210937,5821.687406,5669.071737,0.535635826
86,8.6,534,3.66811877,4.143234519,13.06224443,10.39732166,4.34294572,4.176954303,16.12508414,27.51448796,5825.704079,5670.943848,0.564443389
87,8.7,550,3.715192104,4.127755916,12.83397956,10.32954176,3.806838209,4.152654998,28.60721782,27.45714582,5813.328476,5673.194866,0.569981275
88,8.8,566,3.828092742,4.113235105,13.25135943,10.26740931,4.233996543,4.16419349,18.43317972,27.27033799,5732.614108,5674.546057,0.582982451
89,8.9,582,4.187409383,4.101818309,14.50891726,10.19554448,2.872718301,4.153939489,19.93213379,27.19056341,5719.606658,5677.059765,0.621945422
90,9,598,4.326736187,4.082217593,14.21062417,10.11208039,2.907025876,4.160675506,23.16922949,27.07354092,5561.515053,5680.374466,0.636160416
91,9.1,614,4.50272959,4.064721407,13.72035928,10.02913499,5.085356531,4.160762416,19.15060632,26.93911477,5632.587512,5684.728987,0.653475866
92,9.2,630,4.464620439,4.039911012,13.9527909,9.950826833,5.009917592,4.136551278,19.51671632,26.84270495,5672.191942,5688.699973,0.649784543
93,9.3,645,5.196088762,4.017624917,13.13920067,9.874000398,5.922814463,4.117197253,21.14194311,26.73515533,5597.507969,5692.55591,0.715676561
94,9.4,661,5.959566025,3.989401308,13.95745542,9.805393339,6.180022985,4.09562773,18.43905978,26.71741893,5433.618381,5697.846412,0.775214636
95,9.5,677,7.049242906,3.950521048,14.93101631,9.71878534,4.980640939,4.054940685,19.56289858,26.73459881,5210.58944,5704.486865,0.848142476
96,9.6,693,7.059159865,3.899294553,14.33823125,9.621759676,5.937611101,4.01983642,18.91855629,26.60717913,5141.008452,5713.795164,0.848753017
97,9.7,709,7.894775174,3.846182356,15.27609864,9.52712582,6.04489243,3.991103982,24.15900457,26.48529248,5087.763566,5723.893621,0.897339767
98,9.8,725,7.474486129,3.787335206,15.27957453,9.421342999,5.785539744,3.950064804,21.27636431,26.29536807,5144.00532,5734.62773,0.87358134
99,9.9,741,7.458117066,3.730708915,15.09067219,9.319461449,8.401506575,3.905705548,26.90304709,26.14417399,5164.532048,5744.037891,0.872629196
100,10,756,7.646798123,3.673648771,15.26897454,9.21745218,6.049904679,3.848594171,20.2454983,25.93258221,5101.576814,5753.990551,0.883479625
101,10.1,759,7.808974023,3.613287408,15.08265547,9.110537377,7.801976734,3.813879108,24.90226993,25.79852709,5230.780026,5765.632099,0.892593978
102,10.2,762,7.139152561,3.549901148,14.5428471,9.004273142,5.256031383,3.75011094,26.60001099,25.59869196,5233.352034,5773.883575,0.853646663
103,10.3,764,7.521374625,3.497495114,14.89038254,8.907031031,5.298205882,3.733682185,21.61871648,25.38488585,5266.959781,5782.097085,0.876297221
104,10.4,767,6.714641688,3.441761785,14.4378756,8.809200052,4.083228054,3.701888242,21.4880966,25.22609046,5234.91624,5789.743311,0.827022842
105,10.5,769,6.952326409,3.392516085,14.37323198,8.711991255,6.178303049,3.685551679,22.26385853,25.05531312,5251.489373,5798.453406,0.842130154
106,10.6,772,6.281328862,3.33999814,13.76222906,8.613886762,4.97804819,3.653668112,25.45647935,24.88220789,5313.149177,5807.432216,0.798051532
107,10.7,775,6.383000593,3.291844499,14.46881992,8.515479796,5.756006976,3.621405447,21.77633861,24.68369533,5368.269762,5815.773378,0.805024885
108,10.8,777,6.188207327,3.248469031,14.15079881,8.420964279,5.960023568,3.581875214,23.11643836,24.5521278,5316.757493,5823.039066,0.791564856
109,10.9,780,5.180861916,3.200954819,12.4788869,8.322213282,3.946686289,3.54937226,27.39240955,24.37881619,5407.703021,5831.615974,0.714402017
110,11,782,4.84881946,3.16503202,11.6949758,8.239735089,4.351921016,3.521340715,29.78161871,24.1779688,5638.09109,5838.975788,0.685636014
111,11.1,785,3.798676528,3.13362375,11.26195865,8.168145129,5.3309158,3.48435481,31.76805941,23.9452899,5831.271308,5843.376269,0.579632313
112,11.2,788,3.071249165,3.11081529,10.71121992,8.098683897,4.832607382,3.453860641,29.85918388,23.70135107,5761.073426,5845.29607,0.487315051
113,11.3,790,3.90896208,3.093565784,11.29572741,8.032511415,3.519016958,3.420527438,24.78692727,23.48508369,5762.5525,5848.439942,0.592061457
114,11.4,793,3.14933877,3.070903431,9.797579844,7.968104488,4.606397993,3.403318878,24.47718974,23.30155333,5804.481378,5850.756298,0.49821938
115,11.5,795,2.635951712,3.053699346,9.37598014,7.913779574,3.436747169,3.371609449,26.1418224,23.10442894,5832.245778,5852.088687,0.42093745
116,11.6,798,3.660218369,3.040046548,10.1131246,7.852036948,4.769689659,3.355394433,23.93740564,22.88443714,5737.481373,5854.136964,0.563506996
117,11.7,800,3.508526454,3.019122362,9.867949279,7.795557847,3.288150415,3.334229533,24.53526323,22.68663482,5556.249648,5857.612242,0.545124755
118,11.8,803,4.206017895,3.002933988,11.02592545,7.747139876,4.548937823,3.321476672,25.32706306,22.48897737,5456.920336,5863.226374,0.623871116
119,11.9,806,4.410559227,2.981746354,10.60565393,7.686106045,4.134899275,3.291068612,25.17620873,22.28835514,5246.756999,5869.677524,0.644493658
120,12,808,4.589211378,2.954512458,11.35016767,7.627539082,4.914431082,3.257609262,21.19211692,22.07594068,5064.650093,5878.257829,0.661738062
121,12.1,811,4.420792971,2.929446909,11.15938414,7.563310753,5.196856941,3.231841708,22.07458208,21.91213278,5235.723306,5888.378867,0.645500177
122,12.2,813,4.71915015,2.902274348,11.19707319,7.501358571,6.008021884,3.212449544,27.14158239,21.74355024,5403.241366,5897.718767,0.673863796
123,12.3,816,4.15637376,2.873841575,10.55104628,7.431846475,4.836032362,3.178110798,27.14779416,21.53189734,5655.676273,5905.238082,0.618714594
124,12.4,819,3.55158999,2.853868567,9.622518564,7.369335271,3.129012071,3.150399836,28.31022876,21.31521392,5825.246123,5909.504369,0.550422823
125,12.5,821,3.408502514,2.836692721,9.911023154,7.320750633,3.589569283,3.146510815,28.71941719,21.09612182,5879.886379,5911.873519,0.532563619
126,12.6,824,3.342858853,2.814378425,10.50747811,7.258326363,5.765722621,3.130597263,27.79893374,20.89150415,5872.480733,5914.483375,0.52411804
127,12.7,826,3.108660989,2.795560145,9.872934255,7.192359346,4.109859956,3.100964118,23.84071968,20.71239757,5918.901575,5915.780424,0.492573363
128,12.8,829,2.97966262,2.780946759,9.257449157,7.133385384,3.846760208,3.077123182,23.42103324,20.60996454,5920.845033,5916.576991,0.474167093
129,12.9,832,2.254370258,2.765996884,8.022337589,7.086093485,2.15775439,3.052611527,26.66775006,20.52314369,5917.510931,5917.265258,0.353025246
130,13,834,2.34630254,2.76065596,7.634432397,7.055366913,1.562032204,3.045007359,25.91799663,20.39522147,5935.72862,5918.512972,0.370384011
131,13.1,837,2.453455532,2.755424058,8.049055867,7.019601541,4.436748195,3.043762833,27.72963605,20.24027967,5942.490092,5920.237156,0.389778191
132,13.2,839,2.409435661,2.747326925,7.940774517,6.985560371,3.983341214,3.027380786,27.74554977,20.03015843,5886.713249,5922.05607,0.381915334
133,13.3,842,2.613493369,2.744327677,8.547091279,6.952706216,2.64575872,3.003951035,32.91419533,19.833095,5863.034705,5925.165414,0.417221403
134,13.4,845,2.241112578,2.734680873,8.503903298,6.908235561,1.556778636,2.991374625,30.22306001,19.57858376,5843.131972,5927.404131,0.350463673
135,13.5,847,2.659247517,2.727919301,9.30736631,6.864256273,4.626184853,3.001509848,23.92666981,19.35305527,5816.412814,5929.693842,0.424758762
136,13.6,850,3.501281515,2.717626745,9.549246783,6.811899806,4.838372215,2.974155905,19.37049269,19.19478127,5761.061707,5932.245494,0.544227031
137,13.7,852,2.902952811,2.703752954,9.056556737,6.760907108,1.672888061,2.967266095,22.56420337,19.08863896,5844.384716,5935.12833,0.462839976
138,13.8,855,3.092357779,2.693616123,9.302682924,6.709388721,3.105162573,2.975431923,22.44905201,18.93138781,5801.219343,5937.944168,0.490289735
139,13.9,858,2.916901772,2.677356664,9.394655216,6.653848338,4.303625565,2.966755127,28.74624934,18.75702111,5866.986102,5941.436136,0.464921804
140,14,860,3.128769113,2.668205882,9.580842206,6.608618432,2.820755573,2.940540918,38.62694916,18.51085674,5770.845321,5942.466344,0.495373516
141,14.1,863,3.305909682,2.661708009,9.390225123,6.568804697,4.357641107,2.953595999,29.21848694,18.17032613,5853.080437,5944.241417,0.519290984
142,14.2,865,3.732448014,2.650625291,10.02637996,6.531111261,4.790307611,2.927249589,26.7459557,17.92363226,5773.772942,5944.637729,0.571993767
143,14.3,868,4.208621113,2.634470614,10.26419106,6.486602245,4.306183073,2.900941675,25.76147901,17.70770546,5773.678353,5946.017687,0.62413983
144,14.4,870,4.532943139,2.615864176,10.83267676,6.432337041,4.979756947,2.879459335,24.11822295,17.49501077,5600.559898,5948.968749,0.656380271
145,14.5,873,4.332404712,2.593650848,10.83275731,6.375858256,2.967400487,2.854475661,20.02041817,17.31510395,5590.365177,5952.230318,0.636729019
146,14.6,876,5.015258436,2.573252767,11.67509632,6.316224413,4.430440315,2.842363329,21.64917616,17.15868765,5426.623084,5954.03869,0.700293317
147,14.7,878,6.167572448,2.540229039,11.9917152,6.239880808,6.231301669,2.824782517,21.05851659,16.97754665,5203.104534,5955.192592,0.79011426
148,14.8,881,6.592858498,2.490470532,12.5007903,6.158876376,8.043498114,2.781752002,14.56044584,16.81220246,5228.668278,5957.532903,0.819073755
149,14.9,883,6.942959783,2.44216558,11.78655919,6.075736773,5.677735915,2.725009935,16.64392906,16.70123824,5245.391737,5961.431844,0.84154465
150,15,886,6.929787533,2.391282625,12.21682848,6.000474699,6.718728015,2.692759838,25.58122316,16.56286297,5359.060029,5965.474153,0.840719919
151,15.1,888,6.745785208,2.346363839,11.78306176,5.931251228,4.165372342,2.642319092,22.21397191,16.34092957,5362.494354,5969.552474,0.829032509
152,15.2,889,6.75927669,2.30736279,11.23822987,5.873225376,5.043706201,2.635749099,24.73421009,16.17020866,5339.758632,5974.598087,0.829900225
153,15.3,891,6.097175712,2.272701221,11.54847904,5.825034817,5.89709568,2.624829474,34.60304885,15.95542541,5377.194696,5979.624997,0.785128711
154,15.4,892,5.6590979,2.241691818,11.32518666,5.770471337,5.907273287,2.60186478,33.43951185,15.64869435,5393.438503,5984.985113,0.752747207
155,15.5,894,5.728088337,2.214220953,10.59006211,5.717692345,4.347826087,2.57915232,41.13200441,15.37431818,5443.911135,5989.971882,0.758009707
156,15.6,895,5.612009632,2.185145953,10.6980001,5.664244196,4.440421498,2.561851213,48.11473514,15.01431905,5581.674424,5994.593963,0.749118408
157,15.7,897,4.288784946,2.156358296,9.35489104,5.609778217,2.872708592,2.541933688,44.89561662,14.59835501,5709.667582,5998.079821,0.63233427
158,15.8,898,3.760880972,2.137485008,8.655892427,5.562573776,4.236694336,2.538311232,61.88542702,14.2163927,5803.002493,6000.001414,0.575289589
159,15.9,900,3.24962405,2.130728653,8.851756475,5.531805042,4.00152316,2.532072034,53.28689356,13.63972789,5819.413154,6001.094572,0.51183312
160,16,901,2.926260749,2.124152442,8.488991086,5.48999616,3.811383753,2.516397946,52.09797491,13.16782707,5952.847048,6002.632855,0.466313022
161,16.1,903,2.674592333,2.125412712,7.959791535,5.45352753,1.055760131,2.5115758,52.30717508,12.71598172,5934.847152,6001.748676,0.427257595
162,16.2,904,2.788270696,2.131264555,7.971060887,5.428270824,4.161598054,2.527110328,41.35512113,12.27716789,6013.038564,6000.122628,0.445334934
163,16.3,906,2.521272233,2.136752139,7.832923266,5.393561193,4.485109437,2.501436723,30.06932981,12.00138781,6005.232142,5996.440197,0.401619741
164,16.4,907,2.255745554,2.157966829,8.263558608,5.373422951,2.220348691,2.480924066,27.97220154,11.76681237,5975.230816,5991.292921,0.35329011
165,16.5,909,2.24424731,2.188100783,7.936737269,5.35880853,4.23806359,2.507968347,48.43753441,11.55352801,5853.552981,5984.211357,0.351070713
166,16.6,910,2.229332691,2.220121183,7.534700531,5.350364825,1.2367564,2.515037833,124.2053031,11.1299522,5835.568563,5979.412383,0.348174885
167,16.7,912,2.205462957,2.240148633,7.728626656,5.336261688,2.851891755,2.553222932,122.7033978,9.943608004,5844.769372,5976.360626,0.343499768
168,16.8,914,2.595038877,2.253985593,8.492562175,5.313757321,1.414891086,2.55784491,25.94772397,8.816000138,5929.020739,5974.851943,0.414143869
169,16.9,915,2.717783212,2.26182853,8.262317359,5.289114317,2.595995757,2.582001593,23.32976867,8.658491646,5991.54775,5973.75245,0.434214812
170,17,917,2.339083848,2.270055154,8.141934326,5.275331349,0.160211222,2.594124825,22.44634758,8.544785016,6000.109547,5971.843899,0.36904579
171,17.1,918,2.348026879,2.280920987,7.897024103,5.265469675,3.405287601,2.634822813,17.15191482,8.495850938,5979.492936,5969.92833,0.370703064
172,17.2,920,2.454709004,2.290311879,7.897057256,5.249081693,3.359075479,2.645401741,15.04324934,8.529436002,5983.831254,5968.204732,0.390000016
173,17.3,921,2.628759969,2.290908137,7.81952784,5.209938456,4.418351097,2.634296907,14.88782007,8.53551727,5993.84148,5966.26005,0.419750933
174,17.4,923,2.911295574,2.289869969,7.235565221,5.181425348,2.8765244,2.634010656,16.18622276,8.515353385,5996.399051,5963.90621,0.4640863
175,17.5,924,2.514863407,2.293833942,6.92057798,5.162450228,4.045104483,2.633395989,13.86654304,8.463995198,6044.850407,5959.836862,0.400514402
176,17.6,926,2.569416708,2.315389563,6.969189014,5.162730425,0.974931676,2.63442911,15.1381799,8.431704117,6033.005116,5953.703695,0.409834544
177,17.7,927,2.791881427,2.345988205,6.535759161,5.174516845,3.013052286,2.681043948,18.27865876,8.388049147,5974.706886,5944.718764,0.44589697
178,17.8,929,2.287550808,2.38425586,6.002457699,5.203817591,3.907111573,2.718905946,14.54872876,8.295731718,5972.956258,5932.581442,0.359370749
179,17.9,930,2.249689698,2.423558589,5.766446007,5.225994124,2.521203972,2.74386361,17.47362168,8.247228156,6006.19474,5921.196238,0.35212262
180,18,932,2.679101657,2.463484261,5.547157588,5.252258242,4.318954813,2.773795182,17.90270208,8.173635133,5900.245687,5908.410757,0.427989193
181,18.1,933,2.383859715,2.489181341,7.06088883,5.266284439,3.854338398,2.763626676,20.40732472,8.096468582,5916.514976,5896.165357,0.377280695
182,18.2,935,3.721441771,2.509725252,6.886585545,5.255963052,2.397836193,2.766739229,16.44352714,7.985298291,6006.613793,5883.871913,0.570711228
183,18.3,936,2.448501453,2.515750084,6.154860515,5.239607174,3.520721044,2.795995119,14.97494871,7.917656362,5941.714471,5871.664311,0.388900366
184,18.4,938,2.193597016,2.519159716,5.965553118,5.221483213,2.415855744,2.787495549,14.23905205,8.012276336,5999.674134,5863.892971,0.341156847
185,18.5,940,2.38637492,2.517591853,5.820192255,5.193036336,2.274263347,2.801716566,11.85703873,8.105952493,6008.898502,5861.627665,0.377738676
186,18.6,941,2.120258512,2.513131394,6.284254928,5.17746133,1.913015199,2.788692333,10.39086966,8.090201117,6050.805828,5861.305895,0.326388815
187,18.7,943,2.263110967,2.513197992,6.620734376,5.161404347,4.960687363,2.808384247,9.926435594,8.078050192,5948.447569,5860.795862,0.354705849
188,18.8,944,2.686413167,2.515904918,6.064876563,5.141661211,3.208596522,2.785519363,10.45572095,8.050112283,5983.984927,5860.640428,0.429172807
189,18.9,946,2.227337771,2.518739217,6.162508555,5.130244073,3.546319915,2.764728103,8.229885633,7.985931924,6051.076753,5860.063388,0.347786082
190,19,947,2.577117579,2.528439196,5.916083785,5.124061113,2.915716969,2.746468842,9.726614098,7.949106658,5996.967213,5857.823406,0.411134233
191,19.1,949,2.02169007,2.530945655,5.889543631,5.120071325,2.664242728,2.727528534,9.509624198,7.894227127,6029.686081,5856.098275,0.305714578
192,19.2,950,2.236010956,2.541630733,6.27014739,5.124709558,3.074515065,2.736478267,8.761754325,7.850445158,6057.78562,5853.692308,0.349473927
193,19.3,952,2.373727864,2.550573123,6.278494766,5.122709995,3.765862151,2.741826144,19.36830317,7.80967541,6126.558138,5852.462826,0.375430928
194,19.4,953,2.071540039,2.557871898,5.296655549,5.120817326,2.111318503,2.751360677,20.15704791,7.656845272,6097.663678,5850.000954,0.316293332
195,19.5,955,1.926593421,2.560649791,5.228449873,5.11851891,1.470214376,2.750839224,6.820930201,7.496499416,6141.419348,5846.223758,0.284790073
196,19.6,956,1.747940151,2.567786837,4.874845609,5.11907257,3.064367349,2.755456334,6.729891113,7.523275714,6150.854175,5841.562127,0.242526558
197,19.7,958,2.01006017,2.578084308,4.697816568,5.12473679,1.940974632,2.769151329,5.166563849,7.521027914,6161.174506,5836.679547,0.303209058
