"","negAge","deriv_mean_lower","deriv_sd_lower","deriv_mean_upper","deriv_sd_upper","deriv_mean_med","deriv_sd_med","proxy"
"1",-3227,-0.000285914117311656,0.00100773084946117,0.000541275502845069,0.00234205698340495,0.000140336371581691,0.00151612001836764,"pollen"
"2",-3203.3309352518,-0.000266348244046228,0.000919019010414737,0.000523279676440927,0.00218477110668942,0.000129474644933528,0.00147347765965273,"pollen"
"3",-3179.6618705036,-0.000256084011217585,0.00086989960395229,0.000488885399509782,0.0020273056142059,9.70776305049944e-05,0.00141382801738231,"pollen"
"4",-3155.9928057554,-0.000282051984001165,0.000864494501261452,0.000478939802324773,0.00200796588353813,7.32636493067393e-05,0.00137387389261294,"pollen"
"5",-3132.32374100719,-0.000291214248902668,0.000829439088890448,0.000425248532956587,0.00190465295323054,5.94749860556675e-05,0.00128912448849452,"pollen"
"6",-3108.65467625899,-0.000318327354431694,0.000830834423596583,0.000388129211804996,0.00173775698886735,5.3662545642662e-05,0.0012432468597808,"pollen"
"7",-3084.98561151079,-0.000332168300818208,0.000772063181224287,0.00035842933723364,0.00172651108847682,3.1050123308618e-05,0.00122598978682841,"pollen"
"8",-3061.31654676259,-0.000329602983168737,0.000760325797062833,0.000366003823123497,0.00169381430524459,1.95358970717691e-05,0.00118207826501649,"pollen"
"9",-3037.64748201439,-0.00032507456635451,0.00078816394203638,0.000340839635038907,0.00158407220632129,1.5264308430311e-05,0.00114291356350943,"pollen"
"10",-3013.97841726619,-0.000319540480180059,0.000789479206896809,0.000353908588944726,0.0015911694829718,2.86878960358254e-05,0.00112071327719047,"pollen"
"11",-2990.30935251799,-0.00028645659112208,0.000763825164288718,0.00032234117964646,0.00149618942995403,3.08187434015684e-05,0.00109702911186803,"pollen"
"12",-2966.64028776978,-0.000263809712497671,0.000712405308007863,0.000339349484721588,0.0014927614911427,4.47656727172417e-05,0.00107488399270452,"pollen"
"13",-2942.97122302158,-0.000235943374001161,0.000678440103183938,0.000358559670205298,0.00150249315954129,4.22098474992963e-05,0.00103408857136841,"pollen"
"14",-2919.30215827338,-0.000217514927965188,0.000727427703693964,0.000390513549462339,0.0014712443578895,6.16987529167725e-05,0.00103075459042511,"pollen"
"15",-2895.63309352518,-0.00018396918715229,0.000682589470914148,0.000436956917097718,0.00148819024698558,8.89058980772101e-05,0.00102244655180419,"pollen"
"16",-2871.96402877698,-0.000166989466013308,0.000668625950398474,0.000479136905154905,0.0016215493967136,0.000114612421359921,0.00103176452081448,"pollen"
"17",-2848.29496402878,-0.000134361690133012,0.000666879311725882,0.000505703280405655,0.00172776235442423,0.000128595559799451,0.00104159151259655,"pollen"
"18",-2824.62589928058,-0.000114803479113517,0.000728034119777219,0.000532026469736489,0.00179176637101546,0.000153021678083146,0.00105172016837656,"pollen"
"19",-2800.95683453237,-9.10715679800416e-05,0.000716070569937253,0.000517388044687261,0.00173619804103429,0.000187608377154214,0.00107653633183286,"pollen"
"20",-2777.28776978417,-9.56523879883308e-05,0.000711149724257501,0.000491592588413007,0.00177026099786088,0.000222215646573089,0.00110931408960419,"pollen"
"21",-2753.61870503597,-6.16629652295788e-05,0.000725524536256275,0.000564260986537388,0.00186145299478416,0.000242320627531816,0.00116885030997903,"pollen"
"22",-2729.94964028777,-5.05835621739239e-05,0.000747061941775618,0.00058657939550938,0.00190973692860304,0.000266174445668978,0.00123231419982608,"pollen"
"23",-2706.28057553957,-2.11350604850594e-05,0.000761818327357356,0.000590777591976094,0.001885553925202,0.000281701089813502,0.00128601865037241,"pollen"
"24",-2682.61151079137,-3.10436647078904e-05,0.000809726801443625,0.000584038511486095,0.00195886511054764,0.000291794153282502,0.00132904975375606,"pollen"
"25",-2658.94244604317,-2.93044832186569e-05,0.000830953771567351,0.000607501715713973,0.00191476138358464,0.000293013204796551,0.00136802493361303,"pollen"
"26",-2635.27338129496,-3.22914214315258e-05,0.000861437412084267,0.000595485706258148,0.00190080268201586,0.000283341417029003,0.00137028017240385,"pollen"
"27",-2611.60431654676,-3.75894420824362e-05,0.000868553107761128,0.000576254327272619,0.00188999367369901,0.000266681821347651,0.00134319639109671,"pollen"
"28",-2587.93525179856,-8.09157079209737e-05,0.000855743891771671,0.000521603870513743,0.00189612619074552,0.000223790424628913,0.00131482513353862,"pollen"
"29",-2564.26618705036,-0.00015228578792117,0.000823298048392094,0.000507057579347989,0.00186762701796342,0.000173370892105608,0.00125846732055509,"pollen"
"30",-2540.59712230216,-0.000211372772436709,0.000826358136785121,0.000466231295344775,0.00184144858563903,0.000111885119729455,0.00123829400425223,"pollen"
"31",-2516.92805755396,-0.000285381608380369,0.000814571952485458,0.000402875080126827,0.00173313589119298,4.94109746221228e-05,0.00123426190230368,"pollen"
"32",-2493.25899280576,-0.000338535360653279,0.000803051122863888,0.000324628778251791,0.0016581411810494,-4.39275470770098e-06,0.00124219644441878,"pollen"
"33",-2469.58992805755,-0.000386240106486375,0.000845931545115076,0.000241958479352397,0.00164940046929387,-5.78545955354424e-05,0.00123692546516045,"pollen"
"34",-2445.92086330935,-0.000418768552696304,0.000895082955302885,0.00022278698941162,0.00166686081726184,-9.98611912593087e-05,0.00125825691020347,"pollen"
"35",-2422.25179856115,-0.000429279296841552,0.000888037846712052,0.000174283137092836,0.00164410874517295,-0.000128007487845793,0.00126906687667071,"pollen"
"36",-2398.58273381295,-0.000449694572417109,0.000875652503632195,0.000164112838617981,0.0016560502347046,-0.000142676965507757,0.00126543003132402,"pollen"
"37",-2374.91366906475,-0.000446256121758567,0.000898346319276131,0.000166986521646051,0.00159521591480767,-0.000143655957522544,0.00123884302158913,"pollen"
"38",-2351.24460431655,-0.000471758796933102,0.00087539111244173,0.000165039291375373,0.00158714096869869,-0.000143591206592814,0.00123629834372171,"pollen"
"39",-2327.57553956835,-0.000443572772507391,0.000872852422955857,0.00016050466277763,0.0016110014148389,-0.000162867983109077,0.00120509119401157,"pollen"
"40",-2303.90647482014,-0.000463303762343925,0.000839979486618429,0.000140889795447508,0.00163929204736626,-0.000166507499997092,0.00117839741494009,"pollen"
"41",-2280.23741007194,-0.000493036260989285,0.000824629113269332,0.000130480421693594,0.00163039140554551,-0.000163830581048877,0.00115425458758146,"pollen"
"42",-2256.56834532374,-0.000503951506516456,0.000752049251692928,0.000128383735797957,0.00158163046031129,-0.000165404996974733,0.00113712498340419,"pollen"
"43",-2232.89928057554,-0.000503827187734957,0.000744049283055413,0.000117175396153369,0.00162863485210132,-0.00017471512239935,0.001123287994984,"pollen"
"44",-2209.23021582734,-0.000488809819265482,0.000749822041131132,0.000148233341151518,0.00162931025693353,-0.000184117777750645,0.00111674592805279,"pollen"
"45",-2185.56115107914,-0.000477924824090996,0.000742444419051927,0.000141997554555902,0.00159284938701187,-0.000187385843749242,0.00110873488329968,"pollen"
"46",-2161.89208633093,-0.000475961679263568,0.000727696967084259,0.000165352175449529,0.00158397233336284,-0.000167543268004763,0.00110819787261084,"pollen"
"47",-2138.22302158273,-0.000450624327708791,0.000731744726804159,0.000189049975151205,0.00152623741669949,-0.000149216624199017,0.00110675607653847,"pollen"
"48",-2114.55395683453,-0.000427228479230366,0.000756178306791583,0.000174432756705141,0.00153957343484039,-0.000126986591610338,0.0010999540373428,"pollen"
"49",-2090.88489208633,-0.00041562975944106,0.000771467510668384,0.000178567541205513,0.00149406086418752,-0.000109205212993644,0.00107285684483456,"pollen"
"50",-2067.21582733813,-0.000408134161747417,0.000770379389755061,0.000207538803819824,0.00150164937409021,-9.00808589160021e-05,0.00107278025073574,"pollen"
"51",-2043.54676258993,-0.00038524548887226,0.000788951100227874,0.000260054797434053,0.00153901707222375,-7.4040362543572e-05,0.00106988399006731,"pollen"
"52",-2019.87769784173,-0.000376290651712997,0.000819577545376119,0.000266334928082452,0.00154594347536535,-4.99574776110175e-05,0.00109552188192269,"pollen"
"53",-1996.20863309353,-0.000352266549935986,0.000806106977781084,0.000275638306231715,0.00153361708882295,-4.74672725414373e-05,0.00114156495637991,"pollen"
"54",-1972.53956834532,-0.000375727395061053,0.000780118103365779,0.000251382343681692,0.00155793351391338,-5.49876415117548e-05,0.00117144186854297,"pollen"
"55",-1948.87050359712,-0.000361942136082792,0.000769705636663692,0.000249646377117518,0.00163354890618545,-6.598449211371e-05,0.00121193247460705,"pollen"
"56",-1925.20143884892,-0.000335188914561894,0.000821576909518464,0.000235435165778905,0.00170259883647283,-5.90550242090944e-05,0.00125238968320674,"pollen"
"57",-1901.53237410072,-0.000328812016794492,0.000823011313866287,0.000246560825926851,0.0017830127127785,-5.46993591702048e-05,0.00126786412880859,"pollen"
"58",-1877.86330935252,-0.000327888083028635,0.000827248964359848,0.000250398249203964,0.00178470860461542,-4.95082877861478e-05,0.00126874403194139,"pollen"
"59",-1854.19424460432,-0.000330218196907217,0.000824289492614693,0.000236805125031135,0.00177708694806759,-4.23801012609308e-05,0.00124316235781341,"pollen"
"60",-1830.52517985612,-0.00032264749626792,0.000828322211167004,0.000261189329291918,0.00174632323076878,-2.87390798764981e-05,0.0012247612692437,"pollen"
"61",-1806.85611510791,-0.000320055516198764,0.00083106714144922,0.000293545774057619,0.00164583847625471,-1.10730650899496e-05,0.00119692730806336,"pollen"
"62",-1783.18705035971,-0.000309085139194676,0.000842515778647447,0.000300912605536505,0.00157613834894088,1.72805805098411e-05,0.00116593829191009,"pollen"
"63",-1759.51798561151,-0.000271188217023246,0.000826149704237749,0.000335576937351519,0.00151459394385906,3.3434558152535e-05,0.00113247857055825,"pollen"
"64",-1735.84892086331,-0.000233889716255674,0.000780029370354261,0.000341669469772716,0.00147357075675715,4.74959058582858e-05,0.00110926064151004,"pollen"
"65",-1712.17985611511,-0.00022490367150726,0.000720502360105452,0.000353986444224187,0.00144314107142773,7.21386220173061e-05,0.00104790838572661,"pollen"
"66",-1688.51079136691,-0.000218809071158665,0.000696372239948982,0.000375370037825095,0.00142508124881471,8.34671550571256e-05,0.00101717114211287,"pollen"
"67",-1664.84172661871,-0.00023427983418205,0.000673589623282238,0.000403564600663297,0.00141714456337605,9.14663061123541e-05,0.00098707910747931,"pollen"
"68",-1641.1726618705,-0.000197677203606619,0.000655680627871269,0.000402679726492702,0.00138624644502676,8.58001391168341e-05,0.000968186726083063,"pollen"
"69",-1617.5035971223,-0.00016943867461092,0.000674012060973256,0.000369843912035768,0.00135158209944163,8.54279588452621e-05,0.000959193557543578,"pollen"
"70",-1593.8345323741,-0.000193629465876059,0.000687980438894861,0.000361801867116875,0.00133699314897933,6.1308043818439e-05,0.000966476836227089,"pollen"
"71",-1570.1654676259,-0.000203551791787806,0.000689696822255389,0.000352600193631993,0.00140814495472579,5.1726169395567e-05,0.000986584498872228,"pollen"
"72",-1546.4964028777,-0.000201477030986727,0.000671681140162671,0.000335514614902842,0.00147833713280586,4.26280343938339e-05,0.000994034097895015,"pollen"
"73",-1522.8273381295,-0.000220273445660883,0.000681235487317085,0.000300209863182499,0.00147652843398869,2.9017934527525e-05,0.000980259956827265,"pollen"
"74",-1499.15827338129,-0.000258211524700126,0.000710214900145001,0.000278496197072596,0.00142880189542484,9.37730761706565e-06,0.000991135802793391,"pollen"
"75",-1475.48920863309,-0.000297428164727577,0.000697493884884029,0.000273319085206885,0.00141381745165123,-7.6277443995005e-06,0.00101247709409516,"pollen"
"76",-1451.82014388489,-0.000319502539784026,0.000695228254733878,0.000276733729979967,0.00135431276166195,-3.73400639603775e-05,0.00100603082853948,"pollen"
"77",-1428.15107913669,-0.00031884466714127,0.000684099390494295,0.000252817026310526,0.00139010272515198,-5.02847138849587e-05,0.00100547242902445,"pollen"
"78",-1404.48201438849,-0.000329642016773704,0.000672028918210465,0.000226700255329675,0.00143457638279746,-6.11542294222984e-05,0.00100463215849197,"pollen"
"79",-1380.81294964029,-0.000354449047755675,0.000691323708263768,0.000200110946365564,0.00136450058485245,-8.94385537119882e-05,0.00101342770388009,"pollen"
"80",-1357.14388489209,-0.000368771112133789,0.000668211770953855,0.000184660510169255,0.00138966161334728,-0.000114285431678855,0.00102415687372741,"pollen"
"81",-1333.47482014388,-0.000376293021074639,0.000682969217183567,0.000175674439159829,0.00142014278853033,-0.000123433910099109,0.00102992054865174,"pollen"
"82",-1309.80575539568,-0.000405881232625989,0.000706803365871266,0.000164149893541163,0.00143690182851495,-0.000126145895184718,0.00105009610232525,"pollen"
