"negAge","deriv_mean_lower","deriv_sd_lower","deriv_mean_upper","deriv_sd_upper","deriv_mean_med","deriv_sd_med"
-3227,-0.00156229124755886,0.00410926532270264,0.00439774080021127,0.0135765745955769,0.00174885423411668,0.00700633743636386
-3203.3309352518,-0.00154189224508097,0.00403997385235255,0.00435824204321216,0.0134957465765227,0.00173731267226537,0.00694258162848808
-3179.6618705036,-0.0015109569439679,0.00384608077462518,0.00422308421628035,0.0131738395508762,0.00166047265755714,0.00667274157410875
-3155.9928057554,-0.00141963586812353,0.00346823271539238,0.00396544265719421,0.0124946691492136,0.00151080431396053,0.00630250940415937
-3132.32374100719,-0.00139369228564482,0.00328558816945906,0.00362207310613648,0.011445119798209,0.00125009645788422,0.00573503827605093
-3108.65467625899,-0.00146886276359539,0.00297098566352871,0.00311065586811522,0.0108556518994515,0.00100580956328359,0.0052136248546196
-3084.98561151079,-0.00158618888530135,0.00253570536903978,0.00258999242649429,0.00980691240873951,0.000675858554142912,0.00485971116175492
-3061.31654676259,-0.00156167065714111,0.00250033200809617,0.00216326448622314,0.00898884182228559,0.000428506077647005,0.00478902574140651
-3037.64748201439,-0.00166785059184373,0.00250707190155064,0.00171641912227365,0.00852260595544005,0.000199927353235838,0.0048235350768409
-3013.97841726619,-0.00178947271236329,0.00246800432850965,0.00149541041602229,0.00808203983970445,-8.42470267859643e-05,0.00466571371915691
-2990.30935251799,-0.00174249324252527,0.00246113531393353,0.00130479216198655,0.00789211043668608,-0.000269618897702684,0.00455056802575464
-2966.64028776978,-0.00179079816406821,0.00250595882741772,0.00107281218963623,0.00755194781175206,-0.000378763364243655,0.00428470430799349
-2942.97122302158,-0.00185091124204875,0.00257146686096535,0.00090257937046992,0.0071238973052923,-0.00047632089436037,0.00413737293956297
-2919.30215827338,-0.00179080303791819,0.00256294350048435,0.000931941869422825,0.00688658791240658,-0.00050500379891246,0.00405659986103322
-2895.63309352518,-0.00183507439677998,0.00246565654659602,0.000814067230898397,0.00683818759290292,-0.000521671354355864,0.00394901143162239
-2871.96402877698,-0.00191708914305996,0.00222737594894436,0.00103383863498417,0.00678242382713034,-0.000515834348027332,0.00389036293428412
-2848.29496402878,-0.00185488328192298,0.0020058936153954,0.00100411429206576,0.00659051339549246,-0.000482609349700377,0.00368281066124497
-2824.62589928058,-0.00168575028582526,0.0018567094172754,0.00100408280286837,0.00660964386798829,-0.000424238756447005,0.00353126952171543
-2800.95683453237,-0.00159040557915697,0.001871793233061,0.00104635008597478,0.00651554136662753,-0.000354136429579766,0.00349030319708937
-2777.28776978417,-0.00151899229000299,0.00184270878417035,0.00108747757541478,0.00674795632387703,-0.000254959555809468,0.00368666921556299
-2753.61870503597,-0.00150826658801066,0.00199625485656351,0.00113731583282723,0.00708703172339743,-0.00017604583924868,0.00387372143645262
