"negAge","deriv_mean_lower","deriv_sd_lower","deriv_mean_upper","deriv_sd_upper","deriv_mean_med","deriv_sd_med"
-2891.28571428571,-0.00187383530568687,0.00241566193440406,0.000861318642076834,0.00676758129708418,-0.000497689010705937,0.0039165432751708
-2824.14285714286,-0.00168225007969568,0.00185801693062761,0.00100578928105352,0.00660758377513403,-0.000421829609059487,0.00353133166087306
-2757,-0.00155013849478949,0.00196356577882484,0.00112916514736827,0.00699993926934598,-0.000183925226764365,0.00383050341219525
-2689.85714285714,-0.00108416377150237,0.00265398407402215,0.00157488067361588,0.00785985062661216,0.000217777924269908,0.00451558485716991
-2622.71428571429,-0.000718710973691972,0.00245383942814822,0.00206673279294411,0.00703378389644608,0.00052592959942555,0.004233754651833
-2555.57142857143,-0.000743037315321325,0.00178273629620853,0.00200281534262534,0.00665819791644557,0.000536599442556864,0.00338899931290824
-2488.42857142857,-0.00108368159941705,0.00248034329881419,0.00140479795178208,0.00620854357621212,0.000218384500849403,0.00420535620504495
-2421.28571428571,-0.00148763879257833,0.0032251771942183,0.00107638254890752,0.00684780477534472,-6.76127639103791e-06,0.00484271683421679
-2354.14285714286,-0.00118009614903133,0.00265779711866758,0.0011487858264977,0.00741723688905858,5.53920646766883e-05,0.00444076930477498
-2287,-0.000392904730942824,0.00261141512772617,0.00161157968143999,0.00784652611928419,0.000638336071388107,0.00474122008110702
-2219.85714285714,0.000465821396246917,0.00428265383708841,0.00254775829117207,0.00931281481492239,0.00157315798601055,0.00644542253519297
-2152.71428571429,0.00116299448664161,0.00486750818952951,0.00301309922527866,0.0093605531559921,0.00223587815511456,0.00714414259763188
-2085.57142857143,0.00131708674714941,0.00366959740015902,0.00278173162735289,0.00713858534722827,0.00209053515141603,0.00550482682117289
-2018.42857142857,0.000625570321116084,0.00224695998123592,0.00205205119722678,0.00425912594318603,0.00137991293169602,0.0032992292203914
-1951.28571428571,-0.000250728218664174,0.00179026538536488,0.00114126461595433,0.00365857838229667,0.000441860956650305,0.00250972963072313
