"negAge","deriv_mean_lower","deriv_sd_lower","deriv_mean_upper","deriv_sd_upper","deriv_mean_med","deriv_sd_med"
-3227,-0.000951733268260169,0.00133037269898206,-0.000951733268260169,0.00133037269898206,-0.000951733268260169,0.00133037269898206
-3203.3309352518,-0.000951733229195173,0.00133037270309752,-0.000951733229195173,0.00133037270309752,-0.000951733229195173,0.00133037270309752
-3179.6618705036,-0.000951733283486322,0.00133037270345834,-0.000951733283486322,0.00133037270345834,-0.000951733283486322,0.00133037270345834
-3155.9928057554,-0.000951733273297073,0.00133037269828215,-0.000951733273297073,0.00133037269828215,-0.000951733273297073,0.00133037269828215
-3132.32374100719,-0.000951733193384507,0.00133037270494807,-0.000951733193384507,0.00133037270494807,-0.000951733193384507,0.00133037270494807
-3108.65467625899,-0.000951733285928569,0.00133037269996488,-0.000951733285928569,0.00133037269996488,-0.000951733285928569,0.00133037269996488
-3084.98561151079,-0.0009517332037281,0.00133037270736427,-0.0009517332037281,0.00133037270736427,-0.0009517332037281,0.00133037270736427
-3061.31654676259,-0.000951733110420427,0.00133037270439632,-0.000951733110420427,0.00133037270439632,-0.000951733110420427,0.00133037270439632
-3037.64748201439,-0.000951735002216436,0.00133036118082035,-0.000951735002216436,0.00133036118082035,-0.000951735002216436,0.00133036118082035
-3013.97841726619,-0.000954764624398141,0.00131151935283289,-0.000954764624398141,0.00131151935283289,-0.000954764624398141,0.00131151935283289
-2990.30935251799,-0.000971208226914744,0.00121786085308122,-0.000971208226914744,0.00121786085308122,-0.000971208226914744,0.00121786085308122
-2966.64028776978,-0.00100963800765008,0.00103129854974147,-0.00100963800765008,0.00103129854974147,-0.00100963800765008,0.00103129854974147
-2942.97122302158,-0.00107455259073928,0.000792726144897132,-0.00107455259073928,0.000792726144897132,-0.00107455259073928,0.000792726144897132
-2919.30215827338,-0.00116366255549805,0.000615320348742294,-0.00116366255549805,0.000615320348742294,-0.00116366255549805,0.000615320348742294
-2895.63309352518,-0.00126448534498946,0.000623705827012359,-0.00126448534498946,0.000623705827012359,-0.00126448534498946,0.000623705827012359
-2871.96402877698,-0.00135305947264719,0.000747780439600046,-0.00135305947264719,0.000747780439600046,-0.00135305947264719,0.000747780439600046
-2848.29496402878,-0.00139346034293801,0.000840561843780635,-0.00139346034293801,0.000840561843780635,-0.00139346034293801,0.000840561843780635
-2824.62589928058,-0.00134021614466819,0.000841004950625213,-0.00134021614466819,0.000841004950625213,-0.00134021614466819,0.000841004950625213
-2800.95683453237,-0.00114503920568714,0.000760890967162628,-0.00114503920568714,0.000760890967162628,-0.00114503920568714,0.000760890967162628
-2777.28776978417,-0.000767237972809909,0.000668180754844727,-0.000767237972809909,0.000668180754844727,-0.000767237972809909,0.000668180754844727
-2753.61870503597,-0.00018578046698563,0.000653915370687344,-0.00018578046698563,0.000653915370687344,-0.00018578046698563,0.000653915370687344
-2729.94964028777,0.000588993528515047,0.000732250462658852,0.000588993528515047,0.000732250462658852,0.000588993528515047,0.000732250462658852
-2706.28057553957,0.00150620561676833,0.000823423083986645,0.00150620561676833,0.000823423083986645,0.00150620561676833,0.000823423083986645
-2682.61151079137,0.00247142239316296,0.000857444476077613,0.00247142239316296,0.000857444476077613,0.00247142239316296,0.000857444476077613
-2658.94244604317,0.00335411214945576,0.000815775632599102,0.00335411214945576,0.000815775632599102,0.00335411214945576,0.000815775632599102
-2635.27338129496,0.00400256871829523,0.000728463157246479,0.00400256871829523,0.000728463157246479,0.00400256871829523,0.000728463157246479
-2611.60431654676,0.00426623374608819,0.000659814210677956,0.00426623374608819,0.000659814210677956,0.00426623374608819,0.000659814210677956
-2587.93525179856,0.00402452709283718,0.000660095390299201,0.00402452709283718,0.000660095390299201,0.00402452709283718,0.000660095390299201
-2564.26618705036,0.0032153411145702,0.000707158502159816,0.0032153411145702,0.000707158502159816,0.0032153411145702,0.000707158502159816
-2540.59712230216,0.00185616597452416,0.000741881632021263,0.00185616597452416,0.000741881632021263,0.00185616597452416,0.000741881632021263
-2516.92805755396,5.23934373386492e-05,0.000734628263292552,5.23934373386492e-05,0.000734628263292552,5.23934373386492e-05,0.000734628263292552
-2493.25899280576,-0.002004450460631,0.000700734609226266,-0.002004450460631,0.000700734609226266,-0.002004450460631,0.000700734609226266
-2469.58992805755,-0.00405753210668309,0.000684354277954478,-0.00405753210668309,0.000684354277954478,-0.00405753210668309,0.000684354277954478
-2445.92086330935,-0.00581375250200185,0.000714793800607931,-0.00581375250200185,0.000714793800607931,-0.00581375250200185,0.000714793800607931
-2422.25179856115,-0.0069905521129058,0.000770219296889968,-0.0069905521129058,0.000770219296889968,-0.0069905521129058,0.000770219296889968
-2398.58273381295,-0.00736073331277862,0.000804465296283949,-0.00736073331277862,0.000804465296283949,-0.00736073331277862,0.000804465296283949
-2374.91366906475,-0.00679363595159113,0.000789916079365208,-0.00679363595159113,0.000789916079365208,-0.00679363595159113,0.000789916079365208
-2351.24460431655,-0.005284520481398,0.000733887300842686,-0.005284520481398,0.000733887300842686,-0.005284520481398,0.000733887300842686
-2327.57553956835,-0.0029674259853383,0.0006763980443159,-0.0029674259853383,0.0006763980443159,-0.0029674259853383,0.0006763980443159
