"","Acalypha","Achnanthidium.minutissimum","Allantodia","Alnus","Aspleniaceae","Asteraceae.1","Asteraceae..lig.","Aulacoseira.alpigena","Aulacoseira.cf.distans","Brachysira.microcephala.neoxilis","Cecropia","Clethra","Cocconeis.placentula.var.placentula","Cyathea","Cyclosorus","Cymbella.cymbiformis.cystula","Cyperaceae","Denticula.kuetzingii","Diatoma.tenuis","Discostella.stelligera","Encyonopsis.sp.1.LLAVIUCU","Encyonopsis.subminuta","Ephitemia.adnata","Fragilaria.capuccina.agg","Fragilaria.cf.capucina","Fragilaria.tenera","Gomphonema.cf.geisslerae","Gomphonema.sp.1.LLAVIUCU.cf.netriviale","Gomphonema.sp.2.LLAVIUCU.cf.variostriatum","Hannaea.arcus","Hedyosmum","Isoetes","Lamiaceae","Melast.Combret","Meliaceae.Bruniaceae","Monolete.psilate","Morac.Urtica","Myrica.Morella","Myrsine","Navicula.radiosa","Nupela.sp.1.LLAVIUCU","Ophioglossum","Orthoseria.roseana","Poaceae","Podocarpus","Polylepis","Polypodium","Selaginella","Sellaphora.pupula","Sporormiella","Staurosira.construens.var.venter","Symplocos","Tabellaria.flocculosa.str.IV","Thalictrum","Ulnaria.cf.ulna.var.amphyrhynchus","Vallea","Weinmannia","Zea.mays"
"67",3.08277787785985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04206449288417,0,5.55080165735903,0,9.06518345042935,6.05671650753618,0,0,0,0,0,0,40.1016333393382,3.49261394343362,4.53897195700474,0,0,0,0,0,0,0,0,0,0,0,0
"68",0,0,0,37.5,0,8.03571428571429,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46428571428571,0,0,0,0,0,0,0,0
"69",0,10.6606606606607,0,0,0,0,0,3.9039039039039,0,4.35435435435435,0,0,0,0,0,5.85585585585586,0,7.35735735735736,0,0,3.3033033033033,0,0,0,0,0,0,2.1021021021021,2.55255255255255,0,0,0,0,0,0,0,0,0,0,0,18.7687687687688,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5045045045045,0,0,0
"70",2.16606498194946,0,0,0,0,0,0,0,0,0,0,0,0,2.16606498194946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6101083032491,0,7.5812274368231,0,15.1624548736462,5.41516245487365,2.16606498194946,0,0,0,0,0,32.4909747292419,2.88808664259928,2.16606498194946,0,0,0,0,0,0,0,0,0,0,0,0
"71",0,0,0,46.8900675024108,0,10.221793635487,0,0,0,0,0,0,0,0,0,0,6.54934104789457,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8386370941819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1099324975892,0,0,0,0,0,0,0,0
"72",0,10.9187749667111,0,0,0,0,0,3.99467376830892,0,3.46205059920106,0,0,2.39680426098535,0,0,5.59254327563249,0,0,0,0,4.92676431424767,2.52996005326232,0,0,2.92942743009321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5659121171771,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46205059920106,0,0,0
"73",0,0,0,0,0,0,0,0,0,0,0,2.11509112128557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80465032767753,0,3.39168686596642,0,7.62186910853758,5.91615046233953,0,3.38989137265464,0,0,0,0,41.967860669719,6.35604632372744,2.75697998024958,0,0,0,0,0,2.12227309453273,0,0,0,0,0,0
"74",0,0,0,36.1344537815126,0,13.4453781512605,0,0,0,0,0,0,0,0,0,0,8.40336134453782,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04201680672269,0,0,0,0,0,0,0,0
"75",0,16.6129032258065,0,0,0,0,0,2.41935483870968,0,5.32258064516129,0,0,2.74193548387097,0,0,2.41935483870968,0,0,0,0,4.35483870967742,0,0,0,3.70967741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4193548387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",3.89105058365759,0,0,0,0,0,0,0,0,0,0,0,0,2.33463035019455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11284046692607,0,4.66926070038911,2.33463035019455,12.4513618677043,3.89105058365759,0,0,0,0,0,0,36.1867704280156,2.33463035019455,0,2.33463035019455,0,0,0,0,2.33463035019455,0,0,0,0,0,0
"77",0,0,0,42.1182266009853,0,6.17302955665025,0,0,0,0,0,0,0,0,0,0,9.63669950738917,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0086206896551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0634236453202,0,0,0,0,0,0,0,0
"78",0,18.380062305296,0,0,0,0,0,0,0,4.98442367601246,0,0,0,0,0,4.04984423676012,0,3.11526479750779,0,0,5.29595015576324,3.27102803738318,0,0,3.42679127725857,0,0,3.42679127725857,2.64797507788162,2.18068535825545,0,0,0,0,0,0,0,0,0,0,16.3551401869159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",3.03934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83934426229508,0,3.04426229508196,0,10.1229508196722,5.85901639344262,0,0,0,0,0,0,45.5508196721312,5.88360655737705,2.63934426229508,0,0,0,0,0,0,0,0,0,0,0,0
"80",0,0,0,33.0508474576271,0,7.6271186440678,0,0,0,0,0,0,0,0,0,0,15.2542372881356,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5254237288136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",0,22.1889055472264,0,0,0,0,0,0,0,3.59820089955022,0,0,0,0,0,6.89655172413793,0,2.24887556221889,0,0,5.24737631184408,2.09895052473763,0,0,4.047976011994,0,0,5.39730134932534,0,2.99850074962519,0,0,0,0,0,0,0,0,0,0,16.9415292353823,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99850074962519,0,0,0
"82",2.72108843537415,0,0,0,2.04081632653061,0,0,0,0,0,0,0,0,4.08163265306122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80272108843537,0,5.10204081632653,0,12.9251700680272,4.42176870748299,0,0,0,0,3.40136054421769,0,27.891156462585,3.74149659863946,2.04081632653061,0,0,0,0,0,0,0,0,0,0,0,0
"83",0,0,0,46.0288522511097,0,9.42454026632847,0,0,0,0,0,0,0,0,0,0,5.04121750158529,0,0,0,0,0,0,0,0,0,0,0,0,0,33.7507926442613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75459733671528,0,0,0,0,0,0,0,0
"84",0,10.801393728223,0,0,0,0,0,0,0,3.65853658536585,0,0,0,0,0,3.83275261324042,0,3.48432055749129,0,0,2.61324041811847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2369337979094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",0,0,0,0,3.98019801980198,0,0,0,0,0,0,0,0,2.46496572734196,2.43830921553694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37814166031988,0,18.7707539984768,6.17783701447067,0,0,0,0,0,0,43.7616146230008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",0,0,0,33.8842975206612,0,14.8760330578512,0,0,0,0,0,0,0,0,0,0,11.5702479338843,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7107438016529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30578512396694,0,0,0,0,0,0,0,0
"87",0,12.9535288855407,0,0,0,0,0,0,0,4.77517773906493,0,0,0,0,0,3.89495738970761,0,6.23122557559207,0,0,5.74108950515561,0,2.08696266302557,0,2.20655398088422,0,0,3.57949997645841,0,0,0,0,0,0,0,0,0,0,0,0,27.5893403644239,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13192711521258,0,0,0
"88",3.86100386100386,0,0,0,2.31660231660232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86100386100386,0,3.47490347490348,0,13.8996138996139,6.56370656370656,3.08880308880309,0,0,0,0,0,36.2934362934363,2.31660231660232,0,2.31660231660232,0,0,0,0,0,0,0,0,0,2.31660231660232,0
"89",0,0,0,37.2091157117638,0,11.7637618359814,0,0,0,0,0,0,0,0,0,0,13.3766650617879,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7072701011073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95714973519499,0,0,0,0,0,0,0,0
"90",0,16.8557536466775,0,0,0,0,0,0,0,5.67260940032415,0,0,0,0,0,5.51053484602917,0,2.75526742301459,0,0,5.51053484602917,2.10696920583468,0,0,3.07941653160454,0,0,0,2.43111831442464,0,0,0,0,0,0,0,0,0,0,0,23.6628849270665,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26904376012966,0,0,0
"91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28006658343737,0,3.35622138992925,0,10.9925093632959,5.95505617977529,0,0,0,0,0,0,36.4689970869746,2.60507698709946,3.16479400749063,0,0,0,0,0,0,0,0,0,0,0,0
"92",0,0,0,31.9496855345912,0,8.41194968553459,0,0,0,0,0,0,0,0,0,0,8.30188679245283,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0062893081761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0251572327044,0,0,0,0,0,0,0,0
